invoice_id,invoice_line_id,vendor_invoice_reference,vendor_id,vendor_name_raw,po_id,po_line_id,invoice_date,received_date,item_id,invoice_quantity,unit_price,tax_rate,line_subtotal,line_tax,line_total,currency,source_system,exception,exception_types
INV02159,INVL002159,SUP-INV02159,V0250,Evergreen Services Pvt Ltd,PO01010,POL001010,2026-02-05,2026-02-11,IT -087,20,12149.59,0.0,242991.8,0.0,242991.8,INR,EDI,0,
INV02160,INVL002160,SUP-INV02160,V0369,Jupiter Supplies Pvt Ltd,PO02157,POL002157,2026-05-27,2026-05-27,IT -149,500,21523.8,0.0,10761900.0,0.0,10761900.0,INR,EDI,0,
INV02161,INVL002161,SUP-INV02161,V0457,Global Services Pvt Ltd,PO00862,POL000862,2026-05-28,2026-05-28,LOG-059,100,4612.75,0.12,461275.0,55353.0,516628.0,INR,Vendor Portal,0,
INV02162,INVL002162,SUP-INV02162,V0418,Horizon Logistics,PO04298,POL004298,2026-05-25,2026-05-26,OFF-093,50,1909.74,0.0,95487.0,0.0,95487.0,INR,Supplier Network,0,
INV02163,INVL002163,SUP-INV02163,V0229,Horizon Supplies Pvt Ltd,PO00313,POL000313,2026-02-10,2026-02-18,OFF-154,100,472.56,0.12,47256.0,5670.72,52926.72,INR,Supplier Network,0,
INV02164,INVL002164,SUP-INV02164,V0101,Apex Components Pvt Ltd,PO03720,POL003720,2026-04-30,2026-05-04,IT -080,10,7447.32,0.18,74473.2,13405.18,87878.38,INR,Vendor Portal,0,
INV02165,INVL002165,SUP-INV02165,V0416,Crest Enterprises Pvt Ltd,PO03107,POL003107,2026-08-24,2026-08-29,IT -052,250,19934.67,0.05,4983667.5,249183.38,5232850.88,INR,EDI,0,
INV02166,INVL002166,SUP-INV02166,V0303,Delta Systems Pvt Ltd,PO01761,POL001761,2026-03-28,2026-04-04,LOG-129,50,10727.2,0.0,536360.0,0.0,536360.0,INR,Email OCR,0,
INV02167,INVL002167,SUP-INV02167,V0003,Global Supplies Pvt Ltd,PO01724,POL001724,2026-04-12,2026-04-13,LOG-008,100,5387.51,0.12,538751.0,64650.12,603401.12,INR,EDI,0,
INV02168,INVL002168,SUP-INV02168,V0166,Evergreen Components Pvt Ltd,PO03982,POL003982,2026-05-09,2026-05-09,MAR-131,250,14497.24,0.0,3624310.0,0.0,3624310.0,INR,Email OCR,0,
INV02169,INVL002169,SUP-INV02169,V0452,Indus Components Pvt Ltd,PO01937,POL001937,2026-03-10,2026-03-12,FAC-034,5,6301.34,0.0,31506.7,0.0,31506.7,INR,Vendor Portal,0,
INV02170,INVL002170,SUP-INV02170,V0434,Bluewave Industries Pvt Ltd,PO00655,POL000655,2026-03-11,2026-03-12,UTI-094,1,3889.11,0.05,3889.11,194.46,4083.57,INR,EDI,0,
INV02171,INVL002171,SUP-INV02171,V0491,Apex Logistics Pvt Ltd,PO01369,POL001369,2026-03-31,2026-04-07,PRO-110,10,7853.42,0.0,78534.2,0.0,78534.2,INR,Supplier Network,0,
INV02172,INVL002172,SUP-INV02172,V0139,Crest Industries Pvt Ltd,PO02412,POL002412,2026-09-06,2026-09-11,MAN-116,2,822.12,0.18,1644.24,295.96,1940.2,INR,Supplier Network,0,
INV02173,INVL002173,SUP-INV02173,V0061,Delta Industries Pvt Ltd,PO03398,POL003398,2026-05-14,2026-05-19,OFF-160,50,92.66,0.0,4633.0,0.0,4633.0,INR,Supplier Network,0,
INV02174,INVL002174,SUP-INV02174,V0005,Global Solutions Pvt Ltd,PO03677,POL003677,2026-02-06,2026-02-07,IT -027,5,23486.86,0.12,117434.3,14092.12,131526.42,INR,Vendor Portal,0,
INV02175,INVL002175,SUP-INV02175,V0477,Apex Industries,PO03063,POL003063,2026-06-23,2026-06-29,MAN-114,2,629.8,0.0,1259.6,0.0,1259.6,INR,Vendor Portal,0,
INV02176,INVL002176,SUP-INV02176,V0377,FUSION SOLUTIONS PVT LTD,PO00952,POL000952,2026-03-24,2026-03-29,MAN-017,1,2827.59,0.12,2827.59,339.31,3166.9,INR,Email OCR,0,
INV02177,INVL002177,SUP-INV02177,V0015,Jupiter Components Pvt Ltd,PO01982,POL001982,2026-04-04,2026-04-06,FAC-134,10,5985.56,0.18,59855.6,10774.01,70629.61,INR,Email OCR,0,
INV02178,INVL002178,SUP-INV02178,V0345,Evergreen Logistics Pvt Ltd,PO00137,POL000137,2026-03-27,2026-03-28,UTI-012,10,4928.82,0.12,49288.2,5914.58,55202.78,INR,Supplier Network,0,
INV02179,INVL002179,SUP-INV02179,V0157,Apex Enterprises Pvt Ltd,PO03383,POL003383,2026-02-24,2026-03-02,MAN-056,50,2275.23,0.05,113761.5,5688.08,119449.58,INR,Vendor Portal,0,
INV02180,INVL002180,SUP-INV02180,V0355,Horizon Industries Pvt Ltd,PO03903,POL003903,2026-07-01,2026-07-02,PRO-120,500,29199.76,0.18,14599880.0,2627978.4,17227858.4,INR,Supplier Network,0,
INV02181,INVL002181,SUP-INV02181,V0084,HORIZON SYSTEMS PVT LTD,PO02636,POL002636,2026-09-04,2026-09-12,PRO-144,20,29611.48,0.12,592229.6,71067.55,663297.15,INR,Supplier Network,0,
INV02182,INVL002182,SUP-INV02182,V0284,Bluewave Enterprises Pvt Ltd,PO04449,POL004449,2026-06-26,2026-06-27,LOG-041,20,3816.28,0.0,76325.6,0.0,76325.6,INR,Supplier Network,0,
INV02183,INVL002183,SUP-INV02183,V0356,Crest Logistics Pvt Ltd,PO00312,POL000312,2026-04-20,2026-04-26,MAR-031,100,7070.99,0.12,707099.0,84851.88,791950.88,INR,Vendor Portal,0,
INV02184,INVL002184,SUP-INV02184,V0157,Apex Enterprises Pvt Ltd,PO03583,POL003583,2026-07-03,2026-07-08,MAN-145,20,2503.27,0.18,50065.4,9011.77,59077.17,INR,Email OCR,0,
INV02185,INVL002185,SUP-INV02185,V0395,Indus Solutions Pvt Ltd,PO03884,POL003884,2026-03-10,2026-03-17,MAN-081,250,805.22,0.12,201305.0,24156.6,225461.6,INR,Vendor Portal,0,
INV02186,INVL002186,SUP-INV02186,V0353,Bluewave Industries Pvt Ltd,PO01012,POL001012,2026-06-24,2026-06-28,PRO-146,100,32042.82,0.0,3204282.0,0.0,3204282.0,INR,Email OCR,0,
INV02187,INVL002187,SUP-INV02187,V0244,Fusion Industries Pvt Ltd,PO03199,POL003199,2026-02-05,2026-02-12,PRO-134,250,19465.65,0.12,4866412.5,583969.5,5450382.0,INR,Email OCR,0,
INV02188,INVL002188,SUP-INV02188,V0141,Global Supplies Pvt Ltd,PO02242,POL002242,2026-07-10,2026-07-16,PRO-108,1,22049.26,0.05,22049.26,1102.46,23151.72,INR,Vendor Portal,0,
INV02189,INVL002189,SUP-INV02189,V0381,Delta Logistics Pvt Ltd,PO02689,POL002689,2026-03-09,2026-03-17,MAR-009,1,7145.77,0.18,7145.77,1286.24,8432.01,INR,Vendor Portal,0,
INV02190,INVL002190,SUP-INV02190,V0021,Fusion Services Pvt Ltd,PO00604,POL000604,2026-07-07,2026-07-15,LOG-144,100,3772.81,0.18,377281.0,67910.58,445191.58,INR,Email OCR,0,
INV02191,INVL002191,SUP-INV02191,V0418,Horizon Logistics Pvt Ltd,PO00517,POL000517,2026-01-14,2026-01-18,OFF-099,50,1645.8,0.05,82290.0,4114.5,86404.5,INR,Vendor Portal,0,
INV02192,INVL002192,SUP-INV02192,V0056,Evergreen Enterprises Pvt Ltd,PO00507,POL000507,2026-07-29,2026-07-29,MAN-035,50,805.94,0.05,40297.0,2014.85,42311.85,INR,Vendor Portal,0,
INV02193,INVL002193,SUP-INV02193,V0416,Crest Enterprises Pvt Ltd,PO02025,POL002025,2026-07-28,2026-07-28,IT -006,50,7022.12,0.05,351106.0,17555.3,368661.3,INR,EDI,0,
INV02194,INVL002194,SUP-INV02194,V0172,Delta Components Pvt Ltd,PO03878,POL003878,2026-06-24,2026-07-02,PRO-096,250,3306.05,0.18,826512.5,148772.25,975284.75,INR,Supplier Network,0,
INV02195,INVL002195,SUP-INV02195,V0483,Apex Enterprises Pvt Ltd,PO01260,POL001260,2026-04-29,2026-05-02,LOG-113,250,1973.19,0.0,493297.5,0.0,493297.5,INR,Vendor Portal,0,
INV02196,INVL002196,SUP-INV02196,V0317,Global Enterprises Pvt Ltd,PO01744,POL001744,2026-07-24,2026-07-29,IT -142,50,10845.49,0.18,542274.5,97609.41,639883.91,INR,Email OCR,0,
INV02197,INVL002197,SUP-INV02197,V0138,Jupiter Components Pvt Ltd,PO04275,POL004275,2026-07-28,2026-08-05,OFF-012,500,498.71,0.12,249355.0,29922.6,279277.6,INR,Email OCR,0,
INV02198,INVL002198,SUP-INV02198,V0033,Indus Logistics Pvt Ltd,PO00248,POL000248,2026-09-02,2026-09-09,FAC-119,1,3027.96,0.0,3027.96,0.0,3027.96,INR,Email OCR,0,
INV02199,INVL002199,SUP-INV02199,V0346,Bluewave Enterprises Pvt Ltd,PO04282,POL004282,2026-08-24,2026-08-24,OFF-029,2,729.68,0.05,1459.36,72.97,1532.33,INR,EDI,0,
INV02200,INVL002200,SUP-INV02200,V0197,Delta Enterprises Pvt Ltd,PO02723,POL002723,2026-09-16,2026-09-20,MAR-011,250,13672.06,0.0,3418015.0,0.0,3418015.0,INR,Email OCR,0,
INV02201,INVL002201,SUP-INV02201,V0188,Crest Industries Pvt Ltd,PO01687,POL001687,2026-08-14,2026-08-14,MAR-053,5,8428.23,0.12,42141.15,5056.94,47198.09,INR,EDI,0,
INV02202,INVL002202,SUP-INV02202,V0212,Evergreen Industries Pvt Ltd,PO02569,POL002569,2026-06-01,2026-06-02,FAC-005,250,7268.56,0.12,1817140.0,218056.8,2035196.8,INR,Vendor Portal,0,
INV02203,INVL002203,SUP-INV02203,V0434,Bluewave Industries Pvt Ltd,PO00603,POL000603,2026-04-30,2026-05-08,UTI-078,5,4970.59,0.18,24852.95,4473.53,29326.48,INR,Email OCR,0,
INV02204,INVL002204,SUP-INV02204,V0250,Evergreen Services Pvt Ltd,PO03490,POL003490,2026-07-07,2026-07-14,IT -056,20,22506.14,0.18,450122.8,81022.1,531144.9,INR,Supplier Network,0,
INV02205,INVL002205,SUP-INV02205,V0323,Bluewave Industries Pvt Ltd,PO00099,POL000099,2026-04-12,2026-04-19,FAC-018,20,3320.65,0.18,66413.0,11954.34,78367.34,INR,Supplier Network,0,
INV02206,INVL002206,SUP-INV02206,V0359,Apex Enterprises Pvt Ltd,PO03310,POL003310,2026-07-16,2026-07-17,IT -062,1,17353.83,0.05,17353.83,867.69,18221.52,INR,Email OCR,0,
INV02207,INVL002207,SUP-INV02207,V0459,Horizon Components Pvt Ltd,PO01593,POL001593,2026-09-16,2026-09-21,OFF-141,20,1432.94,0.0,28658.8,0.0,28658.8,INR,Email OCR,0,
INV02208,INVL002208,SUP-INV02208,V0247,Horizon Logistics Pvt Ltd,PO00048,POL000048,2026-06-09,2026-06-17,IT -031,1,21661.22,0.05,21661.22,1083.06,22744.28,INR,Supplier Network,0,
INV02209,INVL002209,SUP-INV02209,V0396,Indus  Systems  Pvt  Ltd,PO04009,POL004009,2026-04-20,2026-04-24,FAC-063,20,4524.57,0.0,90491.4,0.0,90491.4,INR,Email OCR,0,
INV02210,INVL002210,SUP-INV02210,V0335,Delta Solutions Pvt Ltd,PO03318,POL003318,2026-09-04,2026-09-07,PRO-137,250,30463.68,0.0,7615920.0,0.0,7615920.0,INR,Supplier Network,0,
INV02211,INVL002211,SUP-INV02211,V0422,Fusion Components Pvt Ltd,PO03704,POL003704,2026-04-02,2026-04-06,MAR-091,50,6237.64,0.18,311882.0,56138.76,368020.76,INR,Supplier Network,0,
INV02212,INVL002212,SUP-INV02212,V0103,Global Logistics Pvt Ltd,PO00495,POL000495,2026-04-30,2026-04-30,OFF-127,5,1585.13,0.12,7925.65,951.08,8876.73,INR,Email OCR,0,
INV02213,INVL002213,SUP-INV02213,V0300,Apex Supplies,PO03649,POL003649,2026-05-28,2026-06-01,UTI-124,5,2839.63,0.18,14198.15,2555.67,16753.82,INR,EDI,0,
INV02214,INVL002214,SUP-INV02214,V0261,Delta Industries Pvt Ltd,PO00072,POL000072,2026-07-22,2026-07-26,PRO-151,1,7257.28,0.05,7257.28,362.86,7620.14,INR,Vendor Portal,0,
INV02215,INVL002215,SUP-INV02215,V0459,Horizon Components Pvt Ltd,PO01593,POL001593,2026-07-30,2026-08-06,OFF-141,20,1432.94,0.0,28658.8,0.0,28658.8,INR,Supplier Network,0,
INV02216,INVL002216,SUP-INV02216,V0012,Fusion Systems Pvt Ltd,PO03626,POL003626,2026-03-14,2026-03-17,MAN-098,2,3045.77,0.12,6091.54,730.98,6822.52,INR,Vendor Portal,0,
INV02217,INVL002217,SUP-INV02217,V0297,Jupiter  Solutions  Pvt  Ltd,PO04871,POL004871,2026-04-20,2026-04-21,LOG-029,10,5978.97,0.12,59789.7,7174.76,66964.46,INR,Vendor Portal,0,
INV02218,INVL002218,SUP-INV02218,V0267,Crest Systems Pvt Ltd,PO03261,POL003261,2026-05-31,2026-06-02,FAC-036,1,508.13,0.0,508.13,0.0,508.13,INR,Vendor Portal,0,
INV02219,INVL002219,SUP-INV02219,V0034,Apex Solutions Pvt Ltd,PO04763,POL004763,2026-05-04,2026-05-05,MAN-066,20,410.23,0.0,8204.6,0.0,8204.6,INR,EDI,0,
INV02220,INVL002220,SUP-INV02220,V0227,Horizon Services Pvt Ltd,PO03025,POL003025,2026-04-08,2026-04-15,FAC-155,10,2549.42,0.0,25494.2,0.0,25494.2,INR,Supplier Network,0,
INV02221,INVL002221,SUP-INV02221,V0458,Bluewave Enterprises Pvt Ltd,PO01652,POL001652,2026-06-21,2026-06-25,LOG-079,2,11091.14,0.05,22182.28,1109.11,23291.39,INR,Email OCR,0,
INV02222,INVL002222,SUP-INV02222,V0178,Delta Supplies Pvt Ltd,PO02903,POL002903,2026-06-30,2026-07-05,MAR-147,250,1818.98,0.05,454745.0,22737.25,477482.25,INR,Supplier Network,0,
INV02223,INVL002223,SUP-INV02223,V0427,Apex Systems Pvt Ltd,PO02466,POL002466,2026-08-30,2026-08-30,PRO-100,50,21633.03,0.05,1081651.5,54082.58,1135734.08,INR,Email OCR,0,
INV02224,INVL002224,SUP-INV02224,V0374,BLUEWAVE INDUSTRIES PVT LTD,PO02835,POL002835,2026-07-19,2026-07-22,LOG-026,5,11595.47,0.0,57977.35,0.0,57977.35,INR,Vendor Portal,0,
INV02225,INVL002225,SUP-INV02225,V0071,Horizon Enterprises Pvt Ltd,PO02053,POL002053,2026-07-19,2026-07-21,MAR-013,20,12123.83,0.0,242476.6,0.0,242476.6,INR,EDI,0,
INV02226,INVL002226,SUP-INV02226,V0384,Horizon Services Pvt Ltd,PO04525,POL004525,2026-04-07,2026-04-08,FAC-104,10,3344.78,0.05,33447.8,1672.39,35120.19,INR,Vendor Portal,0,
INV02227,INVL002227,SUP-INV02227,V0005,Global Solutions,PO02027,POL002027,2026-07-19,2026-07-26,IT -066,500,13706.14,0.12,6853070.0,822368.4,7675438.4,INR,Vendor Portal,0,
INV02228,INVL002228,SUP-INV02228,V0263,Apex Solutions Pvt Ltd,PO02914,POL002914,2026-06-17,2026-06-17,OFF-127,50,1143.97,0.12,57198.5,6863.82,64062.32,INR,Supplier Network,0,
INV02229,INVL002229,SUP-INV02229,V0028,Fusion Enterprises Pvt Ltd,PO04038,POL004038,2026-06-30,2026-07-06,OFF-063,250,601.23,0.18,150307.5,27055.35,177362.85,INR,Email OCR,0,
INV02230,INVL002230,SUP-INV02230,V0319,APEX INDUSTRIES PVT LTD,PO00463,POL000463,2026-04-11,2026-04-16,FAC-152,50,5451.72,0.18,272586.0,49065.48,321651.48,INR,Vendor Portal,0,
INV02231,INVL002231,SUP-INV02231,V0195,Bluewave Logistics Pvt Ltd,PO02740,POL002740,2026-08-09,2026-08-13,FAC-160,1,5472.46,0.0,5472.46,0.0,5472.46,INR,Email OCR,0,
INV02232,INVL002232,SUP-INV02232,V0102,Jupiter Systems Pvt Ltd,PO04982,POL004982,2026-01-31,2026-02-05,PRO-118,250,4072.13,0.12,1018032.5,122163.9,1140196.4,INR,Vendor Portal,0,
INV02233,INVL002233,SUP-INV02233,V0270,Fusion Services Pvt Ltd,PO00100,POL000100,2026-03-11,2026-03-11,IT -139,5,11292.56,0.05,56462.8,2823.14,59285.94,INR,Email OCR,0,
INV02234,INVL002234,SUP-INV02234,V0351,Global Enterprises,PO04080,POL004080,2026-06-29,2026-07-04,MAR-134,250,5111.2,0.0,1277800.0,0.0,1277800.0,INR,Email OCR,0,
INV02235,INVL002235,SUP-INV02235,V0003,Global Supplies Pvt Ltd,PO00570,POL000570,2026-06-09,2026-06-13,LOG-057,10,1246.42,0.0,12464.2,0.0,12464.2,INR,EDI,0,
INV02236,INVL002236,SUP-INV02236,V0042,Indus Enterprises Pvt Ltd,PO00714,POL000714,2026-04-05,2026-04-11,MAN-055,50,2511.74,0.12,125587.0,15070.44,140657.44,INR,EDI,0,
INV02237,INVL002237,SUP-INV02237,V0202,Indus Industries Pvt Ltd,PO02273,POL002273,2026-05-22,2026-05-28,MAN-050,10,1852.28,0.05,18522.8,926.14,19448.94,INR,Email OCR,0,
INV02238,INVL002238,SUP-INV02238,V0440,Global Systems,PO00857,POL000857,2026-06-04,2026-06-04,PRO-033,250,24537.4,0.0,6134350.0,0.0,6134350.0,INR,Vendor Portal,0,
INV02239,INVL002239,SUP-INV02239,V0483,Apex  Enterprises  Pvt  Ltd,PO04019,POL004019,2026-06-11,2026-06-19,LOG-060,5,8852.52,0.18,44262.6,7967.27,52229.87,INR,EDI,0,
INV02240,INVL002240,SUP-INV02240,V0464,Bluewave Components Pvt Ltd,PO01700,POL001700,2026-04-22,2026-04-22,OFF-034,1,1788.94,0.0,1788.94,0.0,1788.94,INR,EDI,0,
INV02241,INVL002241,SUP-INV02241,V0361,Indus Enterprises Pvt Ltd,PO02809,POL002809,2026-09-06,2026-09-09,MAR-029,100,721.31,0.05,72131.0,3606.55,75737.55,INR,EDI,0,
INV02242,INVL002242,SUP-INV02242,V0359,Apex Enterprises,PO02447,POL002447,2026-06-18,2026-06-20,IT -073,50,13660.25,0.12,683012.5,81961.5,764974.0,INR,EDI,0,
INV02243,INVL002243,SUP-INV02243,V0340,Fusion Logistics Pvt Ltd,PO00917,POL000917,2026-06-07,2026-06-10,MAR-159,50,729.25,0.05,36462.5,1823.12,38285.62,INR,Email OCR,0,
INV02244,INVL002244,SUP-INV02244,V0097,Crest Components Pvt Ltd,PO03617,POL003617,2026-07-12,2026-07-19,UTI-138,100,2974.32,0.18,297432.0,53537.76,350969.76,INR,Supplier Network,0,
INV02245,INVL002245,SUP-INV02245,V0273,Global Services Pvt Ltd,PO04137,POL004137,2026-06-28,2026-07-01,FAC-030,20,2791.82,0.0,55836.4,0.0,55836.4,INR,Email OCR,0,
INV02246,INVL002246,SUP-INV02246,V0361,Indus Enterprises Pvt Ltd,PO01507,POL001507,2026-04-25,2026-04-26,MAR-101,20,12315.29,0.18,246305.8,44335.04,290640.84,INR,EDI,0,
INV02247,INVL002247,SUP-INV02247,V0116,Evergreen Logistics Pvt Ltd,PO02205,POL002205,2026-05-11,2026-05-16,LOG-101,1,10397.38,0.12,10397.38,1247.69,11645.07,INR,EDI,0,
INV02248,INVL002248,SUP-INV02248,V0111,Fusion Solutions Pvt Ltd,PO00303,POL000303,2026-03-27,2026-03-28,PRO-123,500,8548.26,0.18,4274130.0,769343.4,5043473.4,INR,Vendor Portal,0,
INV02249,INVL002249,SUP-INV02249,V0198,Delta Components Pvt Ltd,PO01845,POL001845,2026-02-01,2026-02-05,MAR-069,500,8230.52,0.18,4115260.0,740746.8,4856006.8,INR,Supplier Network,0,
INV02250,INVL002250,SUP-INV02250,V0179,Global Enterprises Pvt Ltd,PO04064,POL004064,2026-05-20,2026-05-20,FAC-148,2,719.15,0.18,1438.3,258.89,1697.19,INR,EDI,0,
INV02251,INVL002251,SUP-INV02251,V0425,Fusion Systems Pvt Ltd,PO04947,POL004947,2026-08-30,2026-09-01,OFF-043,500,857.39,0.05,428695.0,21434.75,450129.75,INR,EDI,0,
INV02252,INVL002252,SUP-INV02252,V0375,Evergreen Components Pvt Ltd,PO02639,POL002639,2026-05-10,2026-05-16,IT -072,100,15575.51,0.05,1557551.0,77877.55,1635428.55,INR,Supplier Network,0,
INV02253,INVL002253,SUP-INV02253,V0157,Apex  Enterprises  Pvt  Ltd,PO00404,POL000404,2026-02-19,2026-02-25,MAN-072,250,2954.09,0.18,738522.5,132934.05,871456.55,INR,EDI,0,
INV02254,INVL002254,SUP-INV02254,V0112,Horizon Services Pvt Ltd,PO04854,POL004854,2026-06-22,2026-06-25,MAR-098,5,17424.96,0.18,87124.8,15682.46,102807.26,INR,Email OCR,0,
INV02255,INVL002255,SUP-INV02255,V0312,Global Solutions Pvt Ltd,PO03283,POL003283,2026-08-07,2026-08-15,PRO-018,50,6979.17,0.0,348958.5,0.0,348958.5,INR,Supplier Network,0,
INV02256,INVL002256,SUP-INV02256,V0117,Fusion Supplies Pvt Ltd,PO00330,POL000330,2026-04-16,2026-04-19,OFF-113,10,1608.78,0.05,16087.8,804.39,16892.19,INR,Vendor Portal,0,
INV02257,INVL002257,SUP-INV02257,V0021,Fusion Services Pvt Ltd,PO03521,POL003521,2026-08-17,2026-08-19,LOG-080,5,2886.29,0.05,14431.45,721.57,15153.02,INR,Email OCR,0,
INV02258,INVL002258,SUP-INV02258,V0202,Indus Industries Pvt Ltd,PO01452,POL001452,2026-03-13,2026-03-21,MAN-042,50,1796.12,0.12,89806.0,10776.72,100582.72,INR,Email OCR,0,
INV02259,INVL002259,SUP-INV02259,V0334,Apex Logistics Pvt Ltd,PO00696,POL000696,2026-05-16,2026-05-17,MAR-020,20,13976.25,0.12,279525.0,33543.0,313068.0,INR,EDI,0,
INV02260,INVL002260,SUP-INV02260,V0202,Indus Industries Pvt Ltd,PO01668,POL001668,2026-07-21,2026-07-27,MAN-155,250,3411.36,0.0,852840.0,0.0,852840.0,INR,EDI,0,
INV02261,INVL002261,SUP-INV02261,V0280,Global Systems Pvt Ltd,PO00679,POL000679,2026-04-01,2026-04-02,UTI-139,100,636.89,0.05,63689.0,3184.45,66873.45,INR,Vendor Portal,0,
INV02262,INVL002262,SUP-INV02262,V0418,Horizon Logistics Pvt Ltd,PO00517,POL000517,2026-02-11,2026-02-17,OFF-099,50,1645.8,0.05,82290.0,4114.5,86404.5,INR,Supplier Network,0,
INV02263,INVL002263,SUP-INV02263,V0176,Indus Enterprises Pvt Ltd,PO02301,POL002301,2026-03-19,2026-03-23,IT -092,1,11972.3,0.0,11972.3,0.0,11972.3,INR,EDI,0,
INV02264,INVL002264,SUP-INV02264,V0163,DELTA COMPONENTS PVT LTD,PO00281,POL000281,2026-05-05,2026-05-05,LOG-125,2,7189.85,0.18,14379.7,2588.35,16968.05,INR,EDI,0,
INV02265,INVL002265,SUP-INV02265,V0478,Global Systems Pvt Ltd,PO01714,POL001714,2026-07-24,2026-07-28,UTI-123,100,1712.72,0.05,171272.0,8563.6,179835.6,INR,Vendor Portal,0,
INV02266,INVL002266,SUP-INV02266,V0247,Horizon Logistics Pvt Ltd,PO02562,POL002562,2026-03-23,2026-03-23,IT -076,500,11792.5,0.0,5896250.0,0.0,5896250.0,INR,Vendor Portal,0,
INV02267,INVL002267,SUP-INV02267,V0015,Jupiter Components Pvt Ltd,PO00275,POL000275,2026-04-12,2026-04-20,FAC-131,50,5427.32,0.12,271366.0,32563.92,303929.92,INR,EDI,0,
INV02268,INVL002268,SUP-INV02268,V0210,Global Logistics Pvt Ltd,PO02840,POL002840,2026-03-19,2026-03-22,MAR-033,500,12656.66,0.0,6328330.0,0.0,6328330.0,INR,Supplier Network,0,
INV02269,INVL002269,SUP-INV02269,V0060,Evergreen Industries Pvt Ltd,PO02734,POL002734,2026-07-12,2026-07-20,MAR-107,250,1577.39,0.0,394347.5,0.0,394347.5,INR,Email OCR,0,
INV02270,INVL002270,SUP-INV02270,V0150,Apex Logistics Pvt Ltd,PO00454,POL000454,2026-04-09,2026-04-13,OFF-038,5,1133.44,0.05,5667.2,283.36,5950.56,INR,Vendor Portal,0,
INV02271,INVL002271,SUP-INV02271,V0070,Jupiter Industries Pvt Ltd,PO02344,POL002344,2026-02-04,2026-02-07,LOG-010,100,8726.31,0.05,872631.0,43631.55,916262.55,INR,Supplier Network,0,
INV02272,INVL002272,SUP-INV02272,V0370,Delta Enterprises Pvt Ltd,PO00142,POL000142,2026-05-19,2026-05-26,IT -068,100,9111.95,0.05,911195.0,45559.75,956754.75,INR,Email OCR,0,
INV02273,INVL002273,SUP-INV02273,V0111,Fusion Solutions Pvt Ltd,PO02192,POL002192,2026-03-09,2026-03-10,PRO-159,50,11004.27,0.12,550213.5,66025.62,616239.12,INR,EDI,0,
INV02274,INVL002274,SUP-INV02274,V0435,Jupiter  Enterprises  Pvt  Ltd,PO00766,POL000766,2026-07-04,2026-07-08,MAN-125,50,1737.98,0.0,86899.0,0.0,86899.0,INR,Vendor Portal,0,
INV02275,INVL002275,SUP-INV02275,V0479,Crest Components Pvt Ltd,PO04371,POL004371,2026-08-05,2026-08-06,FAC-049,2,4737.97,0.18,9475.94,1705.67,11181.61,INR,EDI,0,
INV02276,INVL002276,SUP-INV02276,V0180,Global Services Pvt Ltd,PO01219,POL001219,2026-08-21,2026-08-23,FAC-051,100,6599.57,0.12,659957.0,79194.84,739151.84,INR,EDI,0,
INV02277,INVL002277,SUP-INV02277,V0138,Jupiter Components Pvt Ltd,PO00630,POL000630,2026-04-27,2026-05-02,OFF-020,250,813.26,0.0,203315.0,0.0,203315.0,INR,Supplier Network,0,
INV02278,INVL002278,SUP-INV02278,V0400,Indus Enterprises Pvt Ltd,PO00958,POL000958,2026-06-05,2026-06-12,MAN-028,10,3391.13,0.05,33911.3,1695.57,35606.87,INR,EDI,0,
INV02279,INVL002279,SUP-INV02279,V0122,Indus Services Pvt Ltd,PO02927,POL002927,2026-03-05,2026-03-06,PRO-147,2,15940.18,0.12,31880.36,3825.64,35706.0,INR,Email OCR,0,
INV02280,INVL002280,SUP-INV02280,V0360,Global Industries Pvt Ltd,PO03000,POL003000,2026-02-07,2026-02-07,FAC-045,2,7188.62,0.12,14377.24,1725.27,16102.51,INR,Supplier Network,0,
INV02281,INVL002281,SUP-INV02281,V0466,Horizon Services Pvt Ltd,PO00911,POL000911,2026-07-31,2026-08-07,FAC-150,20,7464.03,0.18,149280.6,26870.51,176151.11,INR,Vendor Portal,0,
INV02282,INVL002282,SUP-INV02282,V0455,Horizon Systems Pvt Ltd,PO03437,POL003437,2026-06-28,2026-07-04,UTI-151,250,4606.03,0.12,1151507.5,138180.9,1289688.4,INR,EDI,0,
INV02283,INVL002283,SUP-INV02283,V0062,Apex Components Pvt Ltd,PO04425,POL004425,2026-05-16,2026-05-22,UTI-156,100,2300.92,0.18,230092.0,41416.56,271508.56,INR,EDI,0,
INV02284,INVL002284,SUP-INV02284,V0244,Fusion Industries,PO03204,POL003204,2026-03-18,2026-03-18,PRO-072,100,25270.25,0.18,2527025.0,454864.5,2981889.5,INR,Vendor Portal,0,
INV02285,INVL002285,SUP-INV02285,V0384,Horizon Services Pvt Ltd,PO01923,POL001923,2026-03-31,2026-04-08,FAC-043,20,6905.04,0.05,138100.8,6905.04,145005.84,INR,Vendor Portal,0,
INV02286,INVL002286,SUP-INV02286,V0415,Delta Services Pvt Ltd,PO04085,POL004085,2026-05-31,2026-06-07,MAR-011,250,4635.31,0.05,1158827.5,57941.38,1216768.88,INR,Email OCR,0,
INV02287,INVL002287,SUP-INV02287,V0076,Apex Systems Pvt Ltd,PO00658,POL000658,2026-08-05,2026-08-08,MAN-085,2,1064.41,0.0,2128.82,0.0,2128.82,INR,Vendor Portal,0,
