payment_id,invoice_id,payment_date,payment_amount,status
PAY001248,INV01248,2026-06-28,81977.84,Paid
PAY001249,INV01249,2026-06-18,179329.6,Paid
PAY001250,INV01250,2026-06-26,27105.66,Paid
PAY001251,INV01251,2026-03-09,261672.5,Paid
PAY001252,INV01252,2026-04-30,1138559.52,Paid
PAY001253,INV01253,2026-10-02,3117856.88,Paid
PAY001254,INV01254,2026-08-10,4627.09,Paid
PAY001255,INV01255,2026-06-19,1139225.0,Paid
PAY001256,INV01256,2026-08-18,34893.68,Paid
PAY001257,INV01257,2026-10-01,5714.1,Paid
PAY001258,INV01258,2026-09-04,5275.24,Paid
PAY001259,INV01259,2026-05-15,749.65,Paid
PAY001260,INV01260,2026-04-11,9052.62,Paid
PAY001261,INV01261,2026-08-16,1270570.35,Paid
PAY001262,INV01262,2026-05-23,3090465.0,Paid
PAY001263,INV01263,2026-08-29,17867.38,Paid
PAY001264,INV01264,2026-06-06,172404.9,Paid
PAY001265,INV01265,2026-03-21,791950.88,Paid
PAY001266,INV01266,2026-03-16,3741349.92,Paid
PAY001267,INV01267,2026-05-23,3106989.2,Paid
PAY001268,INV01268,2026-08-12,2697.49,Paid
PAY001269,INV01269,2026-08-21,122037.44,Paid
PAY001270,INV01270,2026-05-05,239869.69,Paid
PAY001271,INV01271,2026-08-01,89702.48,Paid
PAY001272,INV01272,2026-10-03,901735.35,Paid
PAY001273,INV01273,2026-05-25,13646.76,Paid
PAY001274,INV01274,2026-04-01,4354.74,Paid
PAY001275,INV01275,2026-09-20,3736.0,Paid
PAY001276,INV01276,2026-09-25,227852.1,Paid
PAY001277,INV01277,2026-05-08,333509.4,Paid
PAY001278,INV01278,2026-08-23,156708.13,Paid
PAY001279,INV01279,2026-09-22,58887.99,Paid
PAY001280,INV01280,2026-09-02,25417.67,Paid
PAY001281,INV01281,2026-09-25,5155634.4,Paid
PAY001282,INV01282,2026-04-19,2035992.0,Paid
PAY001283,INV01283,2026-02-11,4354.74,Paid
PAY001284,INV01284,2026-03-26,1398.63,Paid
PAY001285,INV01285,2026-02-28,79815.0,Paid
PAY001286,INV01286,2026-10-30,1044916.55,Paid
PAY001287,INV01287,2026-09-04,161249.36,Paid
PAY001288,INV01288,2026-09-26,4825.16,Paid
PAY001289,INV01289,2026-08-28,14172319.2,Paid
PAY001290,INV01290,2026-09-07,6328614.35,Paid
PAY001291,INV01291,2026-02-21,3246.71,Paid
PAY001292,INV01292,2026-06-29,3174391.75,Paid
PAY001293,INV01293,2026-09-09,56569.59,Paid
PAY001294,INV01294,2026-05-08,24382.89,Paid
PAY001295,INV01295,2026-06-03,25243.1,Paid
PAY001296,INV01296,2026-04-16,6824792.5,Paid
PAY001297,INV01297,2026-09-08,5042830.0,Paid
PAY001298,INV01298,2026-05-12,1586188.8,Paid
PAY001299,INV01299,2026-08-26,181764.8,Paid
PAY001300,INV01300,2026-08-22,2437530.0,Paid
PAY001301,INV01301,2026-03-07,46113.9,Paid
PAY001302,INV01302,2026-08-08,68987.52,Paid
PAY001303,INV01303,2026-06-29,10831.03,Paid
PAY001304,INV01304,2026-09-15,2938412.4,Paid
PAY001305,INV01305,2026-07-17,130909.0,Paid
PAY001306,INV01306,2026-07-19,1317949.5,Paid
PAY001307,INV01307,2026-09-28,103506.5,Paid
PAY001308,INV01308,2026-03-23,1176240.0,Paid
PAY001309,INV01309,2026-08-27,2527.5,Paid
PAY001310,INV01310,2026-08-04,114630.71,Paid
PAY001311,INV01311,2026-03-27,793404.15,Paid
PAY001312,INV01312,2026-07-29,20074.29,Paid
PAY001313,INV01313,2026-05-03,200835.6,Paid
PAY001314,INV01314,2026-07-02,71744.4,Paid
PAY001315,INV01315,2026-03-27,84153.72,Paid
PAY001316,INV01316,2026-08-21,87191.6,Paid
PAY001317,INV01317,2026-04-17,2235279.38,Paid
PAY001318,INV01318,2026-07-26,358685.78,Paid
PAY001319,INV01319,2026-04-23,4153028.25,Paid
PAY001320,INV01320,2026-10-03,4769.41,Paid
PAY001321,INV01321,2026-04-19,6560.29,Paid
PAY001322,INV01322,2026-09-18,13592.41,Paid
PAY001323,INV01323,2026-08-26,124575.08,Paid
PAY001324,INV01324,2026-03-09,3203.91,Paid
PAY001325,INV01325,2026-09-15,901.59,Paid
PAY001326,INV01326,2026-06-09,1956298.4,Paid
PAY001327,INV01327,2026-06-01,2373018.38,Paid
PAY001328,INV01328,2026-08-28,52247.79,Paid
PAY001329,INV01329,2026-05-15,35120.19,Paid
PAY001330,INV01330,2026-04-19,2947637.5,Paid
PAY001331,INV01331,2026-09-23,2257747.1,Paid
PAY001332,INV01332,2026-05-10,3887.91,Paid
PAY001333,INV01333,2026-07-23,3842.83,Paid
PAY001334,INV01334,2026-05-24,334767.6,Paid
PAY001335,INV01335,2026-10-30,348958.5,Paid
PAY001336,INV01336,2026-08-15,345655.0,Paid
PAY001337,INV01337,2026-07-11,331228.36,Paid
PAY001338,INV01338,2026-05-15,5423964.4,Paid
PAY001339,INV01339,2026-08-04,1239695.62,Paid
PAY001340,INV01340,2026-09-27,982065.0,Paid
PAY001341,INV01341,2026-06-01,36442.94,Paid
PAY001342,INV01342,2026-07-19,6158.28,Paid
PAY001343,INV01343,2026-07-24,26251.66,Paid
PAY001344,INV01344,2026-05-16,4012.94,Paid
PAY001345,INV01345,2026-05-20,792.39,Paid
PAY001346,INV01346,2026-08-18,24518.82,Paid
PAY001347,INV01347,2026-07-05,128526.83,Paid
PAY001348,INV01348,2026-09-19,9551707.65,Paid
PAY001349,INV01349,2026-07-15,4503.59,Paid
PAY001350,INV01350,2026-06-28,6825520.8,Paid
PAY001351,INV01351,2026-07-17,16028.52,Paid
PAY001352,INV01352,2026-03-25,181525.58,Paid
PAY001353,INV01353,2026-06-14,389118.24,Paid
PAY001354,INV01354,2026-05-11,16721.26,Paid
PAY001355,INV01355,2026-08-26,750588.0,Paid
PAY001356,INV01356,2026-04-14,2943.1,Paid
PAY001357,INV01357,2026-04-30,23486.6,Paid
PAY001358,INV01358,2026-03-31,12454.66,Paid
PAY001359,INV01359,2026-05-08,760274.0,Paid
PAY001360,INV01360,2026-05-11,348506.5,Paid
PAY001361,INV01361,2026-04-15,580857.36,Paid
PAY001362,INV01362,2026-04-20,8238.26,Paid
PAY001363,INV01363,2026-08-18,489273.43,Paid
PAY001364,INV01364,2026-07-30,1657437.6,Paid
PAY001365,INV01365,2026-08-14,84088.7,Paid
PAY001366,INV01366,2026-07-17,36498.0,Paid
PAY001367,INV01367,2026-03-29,290849.16,Paid
PAY001368,INV01368,2026-06-08,3106989.2,Paid
PAY001369,INV01369,2026-05-18,171374.5,Paid
PAY001370,INV01370,2026-08-04,27432.8,Paid
PAY001371,INV01371,2026-03-14,63948.8,Paid
PAY001372,INV01372,2026-08-11,30630.6,Paid
PAY001373,INV01373,2026-04-06,14603.44,Paid
PAY001374,INV01374,2026-06-07,29926.26,Paid
PAY001375,INV01375,2026-05-11,1030790.88,Paid
PAY001376,INV01376,2026-06-18,62921.04,Paid
PAY001377,INV01377,2026-06-11,493297.5,Paid
PAY001378,INV01378,2026-03-20,270075.57,Paid
PAY001379,INV01379,2026-09-27,106530.9,Paid
PAY001380,INV01380,2026-03-17,176516.44,Paid
PAY001381,INV01381,2026-09-11,150117.03,Paid
PAY001382,INV01382,2026-03-05,392635.95,Paid
PAY001383,INV01383,2026-06-17,843927.53,Paid
PAY001384,INV01384,2026-05-08,19199.8,Paid
PAY001385,INV01385,2026-06-28,282976.0,Paid
PAY001386,INV01386,2026-01-30,13834.91,Paid
PAY001387,INV01387,2026-06-12,383158.65,Paid
PAY001388,INV01388,2026-07-07,2685.0,Paid
PAY001389,INV01389,2026-02-06,38150.5,Paid
PAY001390,INV01390,2026-04-14,37853.48,Paid
PAY001391,INV01391,2026-07-28,789880.35,Paid
PAY001392,INV01392,2026-03-05,494315.0,Paid
PAY001393,INV01393,2026-06-17,3081280.9,Paid
PAY001394,INV01394,2026-09-02,1591929.74,Paid
PAY001395,INV01395,2026-06-16,602.04,Paid
PAY001396,INV01396,2026-03-01,26004.2,Paid
PAY001397,INV01397,2026-04-03,2513.56,Paid
PAY001398,INV01398,2026-08-08,1237570.0,Paid
PAY001399,INV01399,2026-06-19,63761.21,Paid
PAY001400,INV01400,2026-10-17,28379.4,Paid
PAY001401,INV01401,2026-09-08,305954.25,Paid
PAY001402,INV01402,2026-08-14,569263.86,Paid
PAY001403,INV01403,2026-07-17,3078864.85,Paid
PAY001404,INV01404,2026-04-10,757724.8,Paid
PAY001405,INV01405,2026-08-31,64429.2,Paid
PAY001406,INV01406,2026-05-13,235375.77,Paid
PAY001407,INV01407,2026-04-17,462479.0,Paid
PAY001408,INV01408,2026-07-04,39057.38,Paid
PAY001409,INV01409,2026-09-01,5692.4,Paid
PAY001410,INV01410,2026-05-26,67875.02,Paid
PAY001411,INV01411,2026-04-30,135898.5,Paid
PAY001412,INV01412,2026-08-16,16782.26,Paid
PAY001413,INV01413,2026-08-09,40997.69,Paid
PAY001414,INV01414,2026-08-09,23562.91,Paid
PAY001415,INV01415,2026-09-07,503713.35,Paid
PAY001416,INV01416,2026-08-19,86632.22,Paid
PAY001417,INV01417,2026-03-04,7787.58,Paid
PAY001418,INV01418,2026-03-26,465705.0,Paid
PAY001419,INV01419,2026-07-18,233.4,Paid
PAY001420,INV01420,2026-09-21,179961.6,Paid
PAY001421,INV01421,2026-06-27,38352.27,Paid
PAY001422,INV01422,2026-06-16,25429.0,Paid
PAY001423,INV01423,2026-06-18,1997.34,Paid
PAY001424,INV01424,2026-06-29,17559.82,Paid
PAY001425,INV01425,2026-10-26,7252.95,Paid
PAY001426,INV01426,2026-05-15,583818.22,Paid
PAY001427,INV01427,2026-08-07,828391.86,Paid
PAY001428,INV01428,2026-04-03,48443.72,Paid
PAY001429,INV01429,2026-07-07,13335.0,Paid
PAY001430,INV01430,2026-06-12,54135.76,Paid
PAY001431,INV01431,2026-03-06,20665.34,Paid
PAY001432,INV01432,2026-06-05,17032.96,Paid
PAY001433,INV01433,2026-04-04,60496.7,Paid
PAY001434,INV01434,2026-05-17,1003416.75,Paid
PAY001435,INV01435,2026-04-07,7057.93,Paid
PAY001436,INV01436,2026-03-30,1230890.0,Paid
PAY001437,INV01437,2026-11-15,1113141.2,Paid
PAY001438,INV01438,2026-04-11,84272.16,Paid
PAY001439,INV01439,2026-05-16,158221.0,Paid
PAY001440,INV01440,2026-07-05,707505.75,Paid
PAY001441,INV01441,2026-05-20,8378.35,Paid
PAY001442,INV01442,2026-07-21,130970.0,Paid
PAY001443,INV01443,2026-07-20,919720.79,Paid
PAY001444,INV01444,2026-09-28,33895.26,Paid
PAY001445,INV01445,2026-05-30,25492.1,Paid
PAY001446,INV01446,2026-05-02,582.63,Paid
PAY001447,INV01447,2026-05-22,29855.24,Paid
PAY001448,INV01448,2026-04-13,22606.98,Paid
PAY001449,INV01449,2026-08-01,233.4,Paid
PAY001450,INV01450,2026-09-29,215943.2,Paid
PAY001451,INV01451,2026-08-15,123536.18,Paid
PAY001452,INV01452,2026-06-10,450057.3,Paid
PAY001453,INV01453,2026-04-11,28891.36,Paid
PAY001454,INV01454,2026-05-26,9636713.62,Paid
PAY001455,INV01455,2026-08-07,27303.08,Paid
PAY001456,INV01456,2026-06-06,650463.2,Paid
PAY001457,INV01457,2026-07-16,95487.0,Paid
PAY001458,INV01458,2026-07-16,23151.72,Paid
PAY001459,INV01459,2026-07-03,110795.0,Paid
PAY001460,INV01460,2026-07-12,7517.52,Paid
PAY001461,INV01461,2026-03-30,5475.68,Paid
PAY001462,INV01462,2026-08-20,741751.5,Paid
PAY001463,INV01463,2026-03-09,3211.31,Paid
PAY001464,INV01464,2026-06-08,492439.96,Paid
PAY001465,INV01465,2026-03-28,1691514.72,Paid
PAY001466,INV01466,2026-02-03,1576489.0,Paid
PAY001467,INV01467,2026-08-31,22718.74,Paid
PAY001468,INV01468,2026-04-14,518605.0,Paid
PAY001469,INV01469,2026-10-09,4852.2,Paid
PAY001470,INV01470,2026-07-18,383181.75,Paid
PAY001471,INV01471,2026-10-02,21919.11,Paid
PAY001472,INV01472,2026-06-02,221647.78,Paid
PAY001473,INV01473,2026-08-15,15352175.0,Paid
PAY001474,INV01474,2026-06-13,291193.91,Paid
PAY001475,INV01475,2026-05-06,31506.7,Paid
PAY001476,INV01476,2026-04-02,120456.53,Paid
PAY001477,INV01477,2026-06-03,68041.75,Paid
PAY001478,INV01478,2026-05-27,17448.28,Paid
PAY001479,INV01479,2026-09-02,1918927.8,Paid
PAY001480,INV01480,2026-07-16,17741.9,Paid
PAY001481,INV01481,2026-10-10,639883.91,Paid
PAY001482,INV01482,2026-09-22,1910938.4,Paid
PAY001483,INV01483,2026-06-01,3642342.5,Paid
PAY001484,INV01484,2026-05-02,47884.03,Paid
PAY001485,INV01485,2026-10-08,17780558.6,Paid
PAY001486,INV01486,2026-05-06,1192023.0,Paid
PAY001487,INV01487,2026-04-30,5203805.25,Paid
PAY001488,INV01488,2026-07-07,26866.14,Paid
PAY001489,INV01489,2026-08-02,37996.58,Paid
PAY001490,INV01490,2026-09-03,322638.96,Paid
PAY001491,INV01491,2026-05-14,621211.36,Paid
PAY001492,INV01492,2026-04-03,298083.0,Paid
PAY001493,INV01493,2026-07-14,9877.4,Paid
PAY001494,INV01494,2026-05-21,645865.5,Paid
PAY001495,INV01495,2026-05-27,39785.31,Paid
PAY001496,INV01496,2026-03-26,814954.35,Paid
PAY001497,INV01497,2026-02-28,2193.46,Paid
PAY001498,INV01498,2026-06-02,45312.0,Paid
PAY001499,INV01499,2026-09-26,52620.0,Paid
PAY001500,INV01500,2026-07-04,1100299.2,Paid
PAY001501,INV01501,2026-06-24,2090767.66,Paid
PAY001502,INV01502,2026-09-11,3003946.4,Paid
PAY001503,INV01503,2026-06-18,23223.9,Paid
PAY001504,INV01504,2026-06-04,109998.16,Paid
PAY001505,INV01505,2026-07-31,94305.13,Paid
PAY001506,INV01506,2026-03-18,1776032.75,Paid
PAY001507,INV01507,2026-04-30,174210.95,Paid
PAY001508,INV01508,2026-08-25,551.88,Paid
PAY001509,INV01509,2026-05-13,588863.07,Paid
PAY001510,INV01510,2026-05-23,52525.93,Paid
PAY001511,INV01511,2026-07-05,63991.3,Paid
PAY001512,INV01512,2026-03-27,6310291.9,Paid
PAY001513,INV01513,2026-04-05,55661.84,Paid
PAY001514,INV01514,2026-06-29,94305.13,Paid
PAY001515,INV01515,2026-07-14,2944.81,Paid
PAY001516,INV01516,2026-06-27,12660.01,Paid
PAY001517,INV01517,2026-07-02,356709.02,Paid
PAY001518,INV01518,2026-05-23,43626.0,Paid
PAY001519,INV01519,2026-04-20,12124.19,Paid
PAY001520,INV01520,2026-08-12,160903.9,Paid
PAY001521,INV01521,2026-03-21,189304.5,Paid
PAY001522,INV01522,2026-04-25,33110.39,Paid
PAY001523,INV01523,2026-08-05,210425.25,Paid
PAY001524,INV01524,2026-05-25,229386.0,Paid
PAY001525,INV01525,2026-05-03,191096.04,Paid
PAY001526,INV01526,2026-07-02,742904.4,Paid
PAY001527,INV01527,2026-08-06,3957.1,Paid
PAY001528,INV01528,2026-08-23,594669.6,Paid
PAY001529,INV01529,2026-06-02,551.88,Paid
PAY001530,INV01530,2026-02-20,32521.0,Paid
PAY001531,INV01531,2026-07-12,3311324.85,Paid
PAY001532,INV01532,2026-03-25,4544783.25,Paid
PAY001533,INV01533,2026-05-16,1339377.5,Paid
PAY001534,INV01534,2026-02-22,2119813.92,Paid
PAY001535,INV01535,2026-07-02,3535.92,Paid
PAY001536,INV01536,2026-07-28,18202.09,Paid
PAY001537,INV01537,2026-09-13,119979.57,Paid
PAY001538,INV01538,2026-06-13,3081280.9,Paid
PAY001539,INV01539,2026-05-20,102171.3,Paid
PAY001540,INV01540,2026-06-05,8801522.65,Paid
PAY001541,INV01541,2026-06-23,945977.76,Paid
PAY001542,INV01542,2026-06-18,596327.75,Paid
PAY001543,INV01543,2026-06-06,1871085.0,Paid
PAY001544,INV01544,2026-06-06,95647.0,Paid
PAY001545,INV01545,2026-05-09,554228.33,Paid
PAY001546,INV01546,2026-05-06,1600554.38,Paid
PAY001547,INV01547,2026-08-06,9326.11,Paid
PAY001548,INV01548,2026-08-20,1434.81,Paid
PAY001549,INV01549,2026-04-29,3135280.96,Paid
PAY001550,INV01550,2026-07-09,7517.52,Paid
PAY001551,INV01551,2026-09-06,663297.15,Paid
PAY001552,INV01552,2026-06-21,264835.2,Paid
PAY001553,INV01553,2026-05-25,36151.66,Paid
PAY001554,INV01554,2026-08-19,478815.75,Paid
PAY001555,INV01555,2026-07-27,7342.38,Paid
PAY001556,INV01556,2026-04-08,79964.94,Paid
PAY001557,INV01557,2026-09-15,4563.08,Paid
PAY001558,INV01558,2026-02-14,66422.5,Paid
PAY001559,INV01559,2026-03-28,29414.16,Paid
PAY001560,INV01560,2026-05-11,9241960.0,Paid
PAY001561,INV01561,2026-07-15,35032.03,Paid
PAY001562,INV01562,2026-05-21,15287.73,Paid
PAY001563,INV01563,2026-07-06,227587.5,Paid
PAY001564,INV01564,2026-06-12,40215.78,Paid
PAY001565,INV01565,2026-07-21,1851180.8,Paid
PAY001566,INV01566,2026-04-25,123127.69,Paid
PAY001567,INV01567,2026-08-06,15400.0,Paid
PAY001568,INV01568,2026-03-16,3543.48,Paid
PAY001569,INV01569,2026-03-18,1951012.0,Paid
PAY001570,INV01570,2026-05-26,438270.0,Paid
PAY001571,INV01571,2026-08-16,83469.12,Paid
PAY001572,INV01572,2026-05-14,189272.6,Paid
PAY001573,INV01573,2026-05-22,556161.14,Paid
PAY001574,INV01574,2026-09-20,1885324.0,Paid
PAY001575,INV01575,2026-09-07,182671.08,Paid
PAY001576,INV01576,2026-05-02,2170800.0,Paid
PAY001577,INV01577,2026-08-20,21620.14,Paid
PAY001578,INV01578,2026-02-21,4022891.4,Paid
PAY001579,INV01579,2026-02-24,24133.2,Paid
PAY001580,INV01580,2026-02-22,78367.34,Paid
PAY001581,INV01581,2026-08-19,210061.24,Paid
PAY001582,INV01582,2026-05-27,1507.48,Paid
PAY001583,INV01583,2026-05-30,3310.14,Paid
PAY001584,INV01584,2026-10-11,1104533.92,Paid
PAY001585,INV01585,2026-10-29,814557.45,Paid
PAY001586,INV01586,2026-07-23,8122.46,Paid
PAY001587,INV01587,2026-03-13,6483625.05,Paid
PAY001588,INV01588,2026-06-26,230246.1,Paid
PAY001589,INV01589,2026-06-22,9143.48,Paid
PAY001590,INV01590,2026-09-28,7425.92,Paid
PAY001591,INV01591,2026-07-15,28098.95,Paid
PAY001592,INV01592,2026-04-17,23470.0,Paid
PAY001593,INV01593,2026-09-10,3126.39,Paid
PAY001594,INV01594,2026-09-19,30137.63,Paid
PAY001595,INV01595,2026-07-19,10761900.0,Paid
PAY001596,INV01596,2026-05-29,1355442.0,Paid
PAY001597,INV01597,2026-07-16,1289544.38,Paid
PAY001598,INV01598,2026-03-09,5913.78,Paid
PAY001599,INV01599,2026-07-27,42101.36,Paid
PAY001600,INV01600,2026-04-25,9053.1,Paid
PAY001601,INV01601,2026-08-28,1277800.0,Paid
PAY001602,INV01602,2026-05-19,4159.47,Paid
PAY001603,INV01603,2026-10-10,66730.94,Paid
PAY001604,INV01604,2026-07-28,3868900.88,Paid
PAY001605,INV01605,2026-05-21,77783.36,Paid
PAY001606,INV01606,2026-07-20,41636.23,Paid
PAY001607,INV01607,2026-05-12,1202041.22,Paid
PAY001608,INV01608,2026-03-31,35006.7,Paid
PAY001609,INV01609,2026-06-23,4984.17,Paid
PAY001610,INV01610,2026-05-23,476641.2,Paid
PAY001611,INV01611,2026-09-28,75530.15,Paid
PAY001612,INV01612,2026-03-12,12776.35,Paid
PAY001613,INV01613,2026-08-01,499805.04,Paid
PAY001614,INV01614,2026-07-28,5282.54,Paid
PAY001615,INV01615,2026-01-28,18509.69,Paid
PAY001616,INV01616,2026-05-05,152779.4,Paid
PAY001617,INV01617,2026-10-16,8285.98,Paid
PAY001618,INV01618,2026-07-09,9379.9,Paid
PAY001619,INV01619,2026-06-03,299592.0,Paid
PAY001620,INV01620,2026-03-13,39660.27,Paid
PAY001621,INV01621,2026-04-14,41232.9,Paid
PAY001622,INV01622,2026-10-18,6358.37,Paid
PAY001623,INV01623,2026-04-16,68772.48,Paid
PAY001624,INV01624,2026-08-06,322592.18,Paid
PAY001625,INV01625,2026-09-06,64725.05,Paid
PAY001626,INV01626,2026-07-26,27303.08,Paid
PAY001627,INV01627,2026-05-04,129651.4,Paid
PAY001628,INV01628,2026-03-14,412918.02,Paid
PAY001629,INV01629,2026-05-02,2230567.57,Paid
PAY001630,INV01630,2026-08-05,10955.39,Paid
PAY001631,INV01631,2026-05-13,15581.9,Paid
PAY001632,INV01632,2026-08-21,1554795.2,Paid
PAY001633,INV01633,2026-05-15,751180.92,Paid
PAY001634,INV01634,2026-07-30,28521.1,Paid
PAY001635,INV01635,2026-04-12,25678.6,Paid
PAY001636,INV01636,2026-07-23,404005.56,Paid
PAY001637,INV01637,2026-09-07,59629.5,Paid
PAY001638,INV01638,2026-04-25,14365.74,Paid
PAY001639,INV01639,2026-08-10,75253.71,Paid
PAY001640,INV01640,2026-05-11,13916.57,Paid
PAY001641,INV01641,2026-05-08,51944.26,Paid
PAY001642,INV01642,2026-08-21,197401.79,Paid
PAY001643,INV01643,2026-04-08,35507.81,Paid
PAY001644,INV01644,2026-08-04,233.4,Paid
PAY001645,INV01645,2026-09-27,5778295.0,Paid
PAY001646,INV01646,2026-09-16,233.4,Paid
PAY001647,INV01647,2026-09-10,197219.3,Paid
PAY001648,INV01648,2026-05-22,14088.06,Paid
PAY001649,INV01649,2026-03-03,2116164.8,Paid
PAY001650,INV01650,2026-06-14,11432.96,Paid
PAY001651,INV01651,2026-05-17,501021.15,Paid
PAY001652,INV01652,2026-07-05,395093.48,Paid
PAY001653,INV01653,2026-04-03,1029044.62,Paid
PAY001654,INV01654,2026-05-18,14007.35,Paid
PAY001655,INV01655,2026-07-03,3106989.2,Paid
PAY001656,INV01656,2026-05-22,8150.58,Paid
PAY001657,INV01657,2026-06-27,13128.86,Paid
PAY001658,INV01658,2026-06-09,3489.17,Paid
PAY001659,INV01659,2026-06-28,172011.17,Paid
PAY001660,INV01660,2026-06-09,2533710.0,Paid
PAY001661,INV01661,2026-03-23,5437398.75,Paid
PAY001662,INV01662,2026-05-03,2353165.5,Paid
PAY001663,INV01663,2026-03-07,6810.08,Paid
PAY001664,INV01664,2026-03-26,54413.15,Paid
PAY001665,INV01665,2026-08-27,28881.68,Paid
PAY001666,INV01666,2026-10-07,304006.5,Paid
PAY001667,INV01667,2026-06-09,766356.15,Paid
PAY001668,INV01668,2026-04-28,3964.17,Paid
PAY001669,INV01669,2026-08-15,585474.75,Paid
PAY001670,INV01670,2026-03-01,185040.0,Paid
PAY001671,INV01671,2026-10-18,7550.73,Paid
PAY001672,INV01672,2026-05-21,1821291.68,Paid
PAY001673,INV01673,2026-05-13,115158.56,Paid
PAY001674,INV01674,2026-06-29,924488.25,Paid
PAY001675,INV01675,2026-09-19,766688.47,Paid
PAY001676,INV01676,2026-09-19,11181.61,Paid
PAY001677,INV01677,2026-06-22,2697.49,Paid
PAY001678,INV01678,2026-08-09,401175.94,Paid
PAY001679,INV01679,2026-06-14,679369.04,Paid
PAY001680,INV01680,2026-03-27,2883666.3,Paid
PAY001681,INV01681,2026-09-19,269008.95,Paid
PAY001682,INV01682,2026-04-23,100582.72,Paid
PAY001683,INV01683,2026-06-07,3597171.2,Paid
PAY001684,INV01684,2026-10-05,10922.74,Paid
PAY001685,INV01685,2026-03-04,136836.34,Paid
PAY001686,INV01686,2026-08-13,2420784.8,Paid
PAY001687,INV01687,2026-06-05,357431.55,Paid
PAY001688,INV01688,2026-05-27,3820.76,Paid
PAY001689,INV01689,2026-03-28,178092.68,Paid
PAY001690,INV01690,2026-07-26,9567678.75,Paid
PAY001691,INV01691,2026-04-03,109121.09,Paid
PAY001692,INV01692,2026-05-21,1601416.32,Paid
PAY001693,INV01693,2026-08-29,155865.15,Paid
PAY001694,INV01694,2026-07-29,121896.43,Paid
PAY001695,INV01695,2026-04-29,12834.96,Paid
PAY001696,INV01696,2026-11-28,29629.0,Paid
PAY001697,INV01697,2026-07-02,43556.4,Paid
PAY001698,INV01698,2026-07-09,2524.04,Paid
PAY001699,INV01699,2026-08-27,41636.23,Paid
PAY001700,INV01700,2026-04-20,282074.31,Paid
PAY001701,INV01701,2026-08-12,65171.93,Paid
PAY001702,INV01702,2026-08-08,1233000.0,Paid
PAY001703,INV01703,2026-06-10,36890.0,Paid
PAY001704,INV01704,2026-04-23,37441.8,Paid
PAY001705,INV01705,2026-09-14,3261.44,Paid
PAY001706,INV01706,2026-06-15,22719.48,Paid
PAY001707,INV01707,2026-03-22,7789.16,Paid
PAY001708,INV01708,2026-03-28,76095.87,Paid
PAY001709,INV01709,2026-07-22,4241.47,Paid
PAY001710,INV01710,2026-03-09,1378224.75,Paid
PAY001711,INV01711,2026-09-02,161206.88,Paid
PAY001712,INV01712,2026-08-03,25993.95,Paid
PAY001713,INV01713,2026-10-03,14580.85,Paid
PAY001714,INV01714,2026-07-01,163989.21,Paid
PAY001715,INV01715,2026-09-09,250142.3,Paid
PAY001716,INV01716,2026-03-11,11736.93,Paid
PAY001717,INV01717,2026-03-02,916262.55,Paid
PAY001718,INV01718,2026-06-12,15069.54,Paid
PAY001719,INV01719,2026-04-03,985960.0,Paid
PAY001720,INV01720,2026-08-06,2243550.4,Paid
PAY001721,INV01721,2026-10-08,35552.93,Paid
PAY001722,INV01722,2026-06-03,95411.45,Paid
PAY001723,INV01723,2026-07-05,3392.15,Paid
PAY001724,INV01724,2026-11-07,394427.04,Paid
PAY001725,INV01725,2026-07-01,11664.04,Paid
PAY001726,INV01726,2026-07-08,1026051.0,Paid
PAY001727,INV01727,2026-04-27,2170800.0,Paid
PAY001728,INV01728,2026-07-08,1784850.0,Paid
PAY001729,INV01729,2026-09-11,2656.16,Paid
PAY001730,INV01730,2026-08-26,139628.16,Paid
PAY001731,INV01731,2026-03-31,9615.1,Paid
PAY001732,INV01732,2026-04-07,334805.62,Paid
PAY001733,INV01733,2026-08-20,37206.96,Paid
PAY001734,INV01734,2026-06-22,930.95,Paid
PAY001735,INV01735,2026-09-10,16999.98,Paid
PAY001736,INV01736,2026-09-13,21919.11,Paid
PAY001737,INV01737,2026-06-20,2844.08,Paid
PAY001738,INV01738,2026-08-13,409848.88,Paid
PAY001739,INV01739,2026-07-24,197515.5,Paid
PAY001740,INV01740,2026-06-30,10955.39,Paid
PAY001741,INV01741,2026-04-07,3246.71,Paid
PAY001742,INV01742,2026-09-25,1859220.3,Paid
PAY001743,INV01743,2026-05-05,3458.16,Paid
PAY001744,INV01744,2026-07-07,5273593.5,Paid
PAY001745,INV01745,2026-04-28,5939.24,Paid
PAY001746,INV01746,2026-09-24,8956748.7,Paid
PAY001747,INV01747,2026-08-25,11178.8,Paid
PAY001748,INV01748,2026-06-26,1785.57,Paid
PAY001749,INV01749,2026-05-12,102556.94,Paid
PAY001750,INV01750,2026-07-23,215694.36,Paid
PAY001751,INV01751,2026-09-18,71326.75,Paid
PAY001752,INV01752,2026-02-08,8031.08,Paid
PAY001753,INV01753,2026-02-25,523430.0,Paid
PAY001754,INV01754,2026-03-15,12196.38,Paid
PAY001755,INV01755,2026-05-02,692664.0,Paid
PAY001756,INV01756,2026-04-10,5765.44,Paid
PAY001757,INV01757,2026-06-28,4965.53,Paid
PAY001758,INV01758,2026-07-20,1788.94,Paid
PAY001759,INV01759,2026-04-16,616254.5,Paid
PAY001760,INV01760,2026-05-15,62477.46,Paid
PAY001761,INV01761,2026-09-28,29918.7,Paid
