po_id,po_line_id,vendor_id,po_date,item_id,ordered_quantity,unit_price,tax_rate,currency
PO00917,POL000917,V0340,2026-04-25,MAR-159,50,729.25,0.05,INR
PO00918,POL000918,V0125,2026-04-11,LOG-115,500,9868.55,0.18,INR
PO00919,POL000919,V0299,2026-03-08,MAN-100,1,3411.39,0.12,INR
PO00920,POL000920,V0238,2026-05-14,MAN-030,5,1638.25,0.18,INR
PO00921,POL000921,V0380,2026-04-29,PRO-051,500,18547.49,0.0,INR
PO00922,POL000922,V0003,2026-06-03,LOG-019,50,1716.63,0.12,INR
PO00923,POL000923,V0279,2026-04-28,PRO-023,1,34243.1,0.12,INR
PO00924,POL000924,V0111,2026-06-24,PRO-030,250,20818.84,0.18,INR
PO00925,POL000925,V0121,2026-05-11,LOG-114,500,6052.83,0.0,INR
PO00926,POL000926,V0478,2026-06-16,UTI-061,50,221.36,0.05,INR
PO00927,POL000927,V0420,2026-02-13,FAC-078,100,3306.88,0.0,INR
PO00928,POL000928,V0362,2026-02-24,MAN-156,1,2310.69,0.05,INR
PO00929,POL000929,V0106,2026-06-18,PRO-092,10,23737.84,0.12,INR
PO00930,POL000930,V0277,2026-07-28,IT -031,50,8015.74,0.18,INR
PO00931,POL000931,V0175,2026-02-17,FAC-146,5,7823.84,0.18,INR
PO00932,POL000932,V0427,2026-01-28,PRO-132,1,11546.85,0.05,INR
PO00933,POL000933,V0475,2026-02-21,PRO-139,2,29845.46,0.0,INR
PO00934,POL000934,V0180,2026-03-02,FAC-107,20,1283.55,0.18,INR
PO00935,POL000935,V0278,2026-06-03,OFF-012,100,1442.69,0.05,INR
PO00936,POL000936,V0068,2026-03-15,PRO-070,50,35436.74,0.18,INR
PO00937,POL000937,V0077,2026-06-30,MAR-146,10,16118.02,0.12,INR
PO00938,POL000938,V0387,2026-03-28,MAN-008,500,1675.19,0.05,INR
PO00939,POL000939,V0403,2026-03-25,OFF-105,100,1575.64,0.0,INR
PO00940,POL000940,V0324,2026-06-04,UTI-008,100,950.03,0.05,INR
PO00941,POL000941,V0271,2026-05-13,OFF-125,20,518.6,0.18,INR
PO00942,POL000942,V0411,2026-06-23,OFF-093,250,1078.2,0.12,INR
PO00943,POL000943,V0413,2026-04-23,UTI-073,1,3344.84,0.18,INR
PO00944,POL000944,V0305,2026-07-15,IT -155,20,22694.07,0.0,INR
PO00945,POL000945,V0375,2026-03-11,IT -145,10,9461.99,0.05,INR
PO00946,POL000946,V0402,2026-01-22,MAN-139,50,3127.01,0.05,INR
PO00947,POL000947,V0122,2026-04-12,PRO-096,250,11327.76,0.0,INR
PO00948,POL000948,V0457,2026-06-01,LOG-075,5,5969.63,0.0,INR
PO00949,POL000949,V0156,2026-06-21,OFF-041,2,1216.19,0.12,INR
PO00950,POL000950,V0010,2026-02-28,PRO-039,20,34496.91,0.0,INR
PO00951,POL000951,V0152,2026-06-14,FAC-154,250,7653.38,0.18,INR
PO00952,POL000952,V0377,2026-02-15,MAN-017,1,2827.59,0.12,INR
PO00953,POL000953,V0455,2026-05-16,UTI-012,50,1912.94,0.0,INR
PO00954,POL000954,V0073,2026-06-11,UTI-122,2,3010.86,0.18,INR
PO00955,POL000955,V0334,2026-07-22,MAR-112,50,6932.06,0.18,INR
PO00956,POL000956,V0342,2026-03-21,UTI-126,2,4411.05,0.12,INR
PO00957,POL000957,V0326,2026-03-06,PRO-159,5,13593.87,0.0,INR
PO00958,POL000958,V0400,2026-04-20,MAN-028,10,3391.13,0.05,INR
PO00959,POL000959,V0345,2026-02-08,UTI-005,5,4733.5,0.0,INR
PO00960,POL000960,V0280,2026-07-05,UTI-017,50,667.94,0.05,INR
PO00961,POL000961,V0477,2026-01-20,MAN-104,20,1673.43,0.0,INR
PO00962,POL000962,V0118,2026-04-07,LOG-118,20,8554.34,0.12,INR
PO00963,POL000963,V0244,2026-06-14,PRO-044,20,3968.09,0.12,INR
PO00964,POL000964,V0287,2026-07-22,MAR-037,2,16788.66,0.18,INR
PO00965,POL000965,V0327,2026-01-20,MAN-035,250,3010.47,0.18,INR
PO00966,POL000966,V0129,2026-02-14,LOG-081,500,9912.01,0.05,INR
PO00967,POL000967,V0452,2026-05-29,FAC-108,1,4219.5,0.05,INR
PO00968,POL000968,V0251,2026-06-30,IT -132,50,8267.96,0.12,INR
PO00969,POL000969,V0453,2026-07-26,UTI-126,2,4790.08,0.12,INR
PO00970,POL000970,V0337,2026-01-02,OFF-055,1,770.11,0.05,INR
PO00971,POL000971,V0244,2026-03-31,PRO-108,500,11230.32,0.12,INR
PO00972,POL000972,V0062,2026-02-09,UTI-117,5,3289.28,0.18,INR
PO00973,POL000973,V0303,2026-07-13,LOG-027,5,10082.52,0.18,INR
PO00974,POL000974,V0498,2026-07-02,MAN-036,20,3062.74,0.0,INR
PO00975,POL000975,V0166,2026-05-19,MAR-071,5,3608.59,0.05,INR
PO00976,POL000976,V0316,2026-01-10,MAR-123,2,3100.23,0.0,INR
PO00977,POL000977,V0205,2026-02-20,LOG-054,20,7769.03,0.12,INR
PO00978,POL000978,V0134,2026-01-04,MAR-063,1,5877.37,0.05,INR
PO00979,POL000979,V0236,2026-02-03,PRO-012,1,6677.44,0.0,INR
PO00980,POL000980,V0312,2026-07-27,PRO-051,500,4391.76,0.18,INR
PO00981,POL000981,V0443,2026-01-03,LOG-122,1,10187.06,0.12,INR
PO00982,POL000982,V0276,2026-06-23,LOG-069,20,10780.27,0.12,INR
PO00983,POL000983,V0114,2026-03-05,IT -042,1,4498.95,0.0,INR
PO00984,POL000984,V0177,2026-02-09,UTI-138,50,2835.21,0.05,INR
PO00985,POL000985,V0015,2026-03-10,FAC-122,5,3695.47,0.18,INR
PO00986,POL000986,V0402,2026-07-02,MAN-139,100,1583.6,0.05,INR
PO00987,POL000987,V0197,2026-01-10,MAR-049,2,3476.6,0.12,INR
PO00988,POL000988,V0445,2026-05-08,IT -038,2,4543.55,0.05,INR
PO00989,POL000989,V0315,2026-07-10,UTI-122,5,1690.88,0.12,INR
PO00990,POL000990,V0483,2026-05-04,LOG-017,100,3578.33,0.0,INR
PO00991,POL000991,V0273,2026-01-19,FAC-017,20,5502.09,0.0,INR
PO00992,POL000992,V0064,2026-06-21,OFF-074,250,294.79,0.12,INR
PO00993,POL000993,V0294,2026-05-13,PRO-076,5,29751.68,0.05,INR
PO00994,POL000994,V0060,2026-07-13,MAR-088,500,1054.86,0.18,INR
PO00995,POL000995,V0266,2026-05-27,FAC-043,500,3309.32,0.12,INR
PO00996,POL000996,V0250,2026-03-05,IT -129,250,8515.35,0.05,INR
PO00997,POL000997,V0262,2026-06-18,PRO-067,1,23438.98,0.12,INR
PO00998,POL000998,V0470,2026-06-20,FAC-075,1,6443.8,0.12,INR
PO00999,POL000999,V0288,2026-02-16,FAC-057,10,7190.24,0.12,INR
PO01000,POL001000,V0227,2026-01-31,FAC-103,250,5633.64,0.05,INR
PO01001,POL001001,V0156,2026-04-13,OFF-059,500,1539.02,0.0,INR
PO01002,POL001002,V0073,2026-05-29,UTI-037,50,4272.71,0.18,INR
PO01003,POL001003,V0013,2026-03-02,FAC-010,250,5133.63,0.18,INR
PO01004,POL001004,V0118,2026-02-12,LOG-015,500,4611.15,0.0,INR
PO01005,POL001005,V0189,2026-07-11,OFF-041,1,1230.56,0.12,INR
PO01006,POL001006,V0117,2026-02-28,OFF-084,100,329.68,0.12,INR
PO01007,POL001007,V0361,2026-04-29,MAR-088,2,13923.58,0.0,INR
PO01008,POL001008,V0228,2026-01-04,PRO-094,50,30855.72,0.0,INR
PO01009,POL001009,V0188,2026-03-08,MAR-020,1,6961.52,0.12,INR
PO01010,POL001010,V0250,2026-01-26,IT -087,20,12149.59,0.0,INR
PO01011,POL001011,V0257,2026-03-15,PRO-151,1,17151.08,0.18,INR
PO01012,POL001012,V0353,2026-06-20,PRO-146,100,32042.82,0.0,INR
PO01013,POL001013,V0443,2026-02-18,LOG-044,10,7050.76,0.12,INR
PO01014,POL001014,V0402,2026-02-26,MAN-035,5,2084.39,0.18,INR
PO01015,POL001015,V0259,2026-02-02,LOG-141,10,9841.99,0.12,INR
PO01016,POL001016,V0247,2026-03-19,IT -153,250,20449.35,0.18,INR
PO01017,POL001017,V0465,2026-05-14,MAN-103,10,3322.46,0.0,INR
PO01018,POL001018,V0171,2026-01-27,MAN-094,500,824.78,0.12,INR
PO01019,POL001019,V0022,2026-02-10,MAN-045,20,1304.96,0.05,INR
PO01020,POL001020,V0317,2026-02-13,IT -127,100,9784.87,0.12,INR
PO01021,POL001021,V0443,2026-04-15,LOG-108,100,6621.4,0.18,INR
PO01022,POL001022,V0394,2026-06-16,OFF-048,10,266.63,0.0,INR
PO01023,POL001023,V0289,2026-02-24,MAN-088,250,1978.49,0.05,INR
PO01024,POL001024,V0462,2026-05-26,MAR-147,250,10095.84,0.12,INR
PO01025,POL001025,V0356,2026-04-14,MAR-026,10,3094.43,0.05,INR
PO01026,POL001026,V0355,2026-05-03,PRO-082,500,28380.1,0.0,INR
PO01027,POL001027,V0091,2026-05-06,FAC-093,250,4932.0,0.0,INR
PO01028,POL001028,V0022,2026-07-12,MAN-030,50,3111.08,0.0,INR
PO01029,POL001029,V0033,2026-03-09,FAC-005,20,5063.98,0.05,INR
PO01030,POL001030,V0165,2026-04-26,PRO-024,50,33160.84,0.12,INR
PO01031,POL001031,V0371,2026-04-07,MAN-049,500,2746.48,0.18,INR
PO01032,POL001032,V0310,2026-02-25,LOG-148,10,4615.02,0.12,INR
PO01033,POL001033,V0417,2026-01-01,OFF-070,20,490.44,0.0,INR
PO01034,POL001034,V0303,2026-07-29,LOG-147,5,5643.62,0.05,INR
PO01035,POL001035,V0353,2026-05-18,PRO-048,250,12047.76,0.18,INR
PO01036,POL001036,V0498,2026-05-09,MAN-092,1,3476.04,0.0,INR
PO01037,POL001037,V0469,2026-01-18,LOG-149,50,10001.69,0.18,INR
PO01038,POL001038,V0178,2026-02-19,MAR-128,10,16603.83,0.0,INR
PO01039,POL001039,V0010,2026-04-03,PRO-004,2,3603.0,0.05,INR
PO01040,POL001040,V0185,2026-06-16,MAR-022,500,2461.09,0.0,INR
PO01041,POL001041,V0359,2026-03-19,IT -064,10,18066.83,0.18,INR
PO01042,POL001042,V0397,2026-02-07,PRO-037,500,31410.16,0.05,INR
PO01043,POL001043,V0451,2026-07-11,IT -133,100,15960.74,0.12,INR
PO01044,POL001044,V0195,2026-03-29,FAC-112,50,7242.06,0.05,INR
PO01045,POL001045,V0288,2026-02-26,FAC-014,1,5348.67,0.12,INR
PO01046,POL001046,V0127,2026-02-08,LOG-092,20,2864.4,0.18,INR
PO01047,POL001047,V0458,2026-05-20,LOG-091,100,9603.22,0.05,INR
PO01048,POL001048,V0321,2026-05-09,PRO-159,5,12441.4,0.05,INR
PO01049,POL001049,V0329,2026-07-21,FAC-061,100,7889.78,0.12,INR
PO01050,POL001050,V0483,2026-06-24,LOG-134,500,5273.74,0.0,INR
PO01051,POL001051,V0478,2026-01-18,UTI-124,50,2805.91,0.18,INR
PO01052,POL001052,V0047,2026-01-29,MAN-040,100,3490.76,0.18,INR
PO01053,POL001053,V0111,2026-02-01,PRO-134,50,37806.23,0.18,INR
PO01054,POL001054,V0039,2026-07-09,IT -132,20,10551.89,0.05,INR
PO01055,POL001055,V0254,2026-02-26,FAC-089,5,3673.99,0.12,INR
PO01056,POL001056,V0166,2026-04-27,MAR-040,5,5177.53,0.05,INR
PO01057,POL001057,V0314,2026-05-17,MAR-002,20,15289.96,0.18,INR
PO01058,POL001058,V0112,2026-07-28,MAR-085,50,8239.65,0.12,INR
PO01059,POL001059,V0122,2026-06-19,PRO-054,20,15363.76,0.05,INR
PO01060,POL001060,V0091,2026-07-10,FAC-106,20,429.18,0.12,INR
PO01061,POL001061,V0292,2026-03-15,OFF-059,50,1951.84,0.18,INR
PO01062,POL001062,V0233,2026-04-04,OFF-044,100,1806.92,0.0,INR
PO01063,POL001063,V0079,2026-05-12,LOG-012,500,2131.81,0.05,INR
PO01064,POL001064,V0485,2026-01-20,OFF-071,50,1475.12,0.12,INR
PO01065,POL001065,V0289,2026-06-25,MAN-039,1,1914.83,0.05,INR
PO01066,POL001066,V0129,2026-07-18,LOG-043,2,578.82,0.0,INR
PO01067,POL001067,V0162,2026-03-23,PRO-096,20,32508.72,0.0,INR
PO01068,POL001068,V0045,2026-02-20,MAN-137,50,713.79,0.05,INR
PO01069,POL001069,V0125,2026-06-01,LOG-109,2,4571.74,0.0,INR
PO01070,POL001070,V0123,2026-06-25,IT -050,500,5010.6,0.0,INR
PO01071,POL001071,V0061,2026-01-30,OFF-018,10,598.13,0.18,INR
PO01072,POL001072,V0466,2026-06-13,FAC-156,100,7658.12,0.0,INR
PO01073,POL001073,V0155,2026-01-25,IT -041,50,3978.06,0.0,INR
PO01074,POL001074,V0237,2026-05-04,PRO-095,10,19670.22,0.0,INR
PO01075,POL001075,V0349,2026-02-13,UTI-027,20,3552.64,0.0,INR
PO01076,POL001076,V0377,2026-04-06,MAN-142,100,1194.64,0.0,INR
PO01077,POL001077,V0291,2026-04-15,IT -125,250,11096.39,0.12,INR
PO01078,POL001078,V0386,2026-04-14,MAN-042,1,3013.28,0.12,INR
PO01079,POL001079,V0367,2026-04-03,IT -155,5,2801.47,0.0,INR
PO01080,POL001080,V0037,2026-07-18,MAN-080,250,369.51,0.12,INR
PO01081,POL001081,V0091,2026-06-21,FAC-126,250,2475.21,0.05,INR
PO01082,POL001082,V0121,2026-07-14,LOG-153,20,10956.86,0.0,INR
PO01083,POL001083,V0004,2026-05-10,UTI-132,50,3617.79,0.12,INR
PO01084,POL001084,V0356,2026-04-11,MAR-030,2,17480.04,0.0,INR
PO01085,POL001085,V0032,2026-04-12,MAN-147,50,3076.83,0.18,INR
PO01086,POL001086,V0033,2026-02-27,FAC-074,250,3876.97,0.05,INR
PO01087,POL001087,V0395,2026-07-23,MAN-080,1,337.84,0.12,INR
PO01088,POL001088,V0155,2026-02-03,IT -042,500,4648.87,0.0,INR
PO01089,POL001089,V0327,2026-03-03,MAN-120,2,1372.26,0.18,INR
PO01090,POL001090,V0016,2026-06-02,LOG-019,100,7780.52,0.0,INR
PO01091,POL001091,V0466,2026-05-19,FAC-015,500,1938.04,0.12,INR
PO01092,POL001092,V0403,2026-05-14,OFF-157,100,293.45,0.12,INR
PO01093,POL001093,V0309,2026-02-14,UTI-089,10,1634.48,0.12,INR
PO01094,POL001094,V0019,2026-05-21,UTI-056,500,738.28,0.0,INR
PO01095,POL001095,V0188,2026-04-22,MAR-048,250,4452.94,0.05,INR
PO01096,POL001096,V0340,2026-05-18,MAR-059,250,2620.68,0.05,INR
PO01097,POL001097,V0123,2026-04-25,IT -126,1,13614.65,0.05,INR
PO01098,POL001098,V0001,2026-01-28,PRO-113,2,3486.6,0.18,INR
PO01099,POL001099,V0350,2026-01-26,PRO-128,500,3586.72,0.18,INR
PO01100,POL001100,V0172,2026-07-05,PRO-019,250,34726.81,0.05,INR
PO01101,POL001101,V0263,2026-04-07,OFF-118,250,804.16,0.05,INR
PO01102,POL001102,V0067,2026-01-20,OFF-044,250,1119.71,0.12,INR
PO01103,POL001103,V0386,2026-02-22,MAN-130,10,3153.21,0.12,INR
PO01104,POL001104,V0477,2026-01-26,MAN-109,20,2149.23,0.12,INR
PO01105,POL001105,V0402,2026-07-11,MAN-135,10,3399.38,0.18,INR
PO01106,POL001106,V0219,2026-05-25,MAN-141,1,3435.55,0.0,INR
PO01107,POL001107,V0009,2026-03-31,FAC-073,250,3700.73,0.18,INR
PO01108,POL001108,V0285,2026-05-13,IT -158,2,23122.38,0.12,INR
PO01109,POL001109,V0478,2026-01-14,UTI-012,2,3931.82,0.0,INR
PO01110,POL001110,V0485,2026-01-03,OFF-143,500,730.73,0.18,INR
PO01111,POL001111,V0103,2026-07-13,OFF-057,1,804.99,0.12,INR
PO01112,POL001112,V0187,2026-01-03,FAC-007,20,6211.4,0.12,INR
PO01113,POL001113,V0109,2026-01-29,FAC-096,10,1055.12,0.12,INR
PO01114,POL001114,V0344,2026-06-07,UTI-012,2,3151.27,0.18,INR
PO01115,POL001115,V0187,2026-06-25,FAC-071,1,4254.58,0.05,INR
PO01116,POL001116,V0336,2026-01-07,IT -020,250,21627.75,0.18,INR
PO01117,POL001117,V0282,2026-05-12,FAC-022,100,7166.76,0.05,INR
PO01118,POL001118,V0133,2026-07-02,UTI-141,50,2179.24,0.12,INR
PO01119,POL001119,V0167,2026-03-10,IT -051,250,24384.49,0.0,INR
PO01120,POL001120,V0115,2026-06-20,MAR-103,250,11487.41,0.12,INR
PO01121,POL001121,V0346,2026-05-14,OFF-087,1,1107.92,0.05,INR
PO01122,POL001122,V0060,2026-02-12,MAR-052,50,1443.47,0.18,INR
PO01123,POL001123,V0463,2026-03-09,IT -051,500,16477.69,0.0,INR
PO01124,POL001124,V0096,2026-07-06,OFF-091,5,1183.06,0.12,INR
PO01125,POL001125,V0133,2026-05-29,UTI-130,50,1877.24,0.05,INR
PO01126,POL001126,V0039,2026-03-01,IT -068,50,7328.8,0.0,INR
PO01127,POL001127,V0350,2026-05-30,PRO-087,1,37368.79,0.05,INR
PO01128,POL001128,V0363,2026-04-19,MAR-017,1,7746.57,0.18,INR
PO01129,POL001129,V0353,2026-03-12,PRO-095,50,36934.33,0.05,INR
PO01130,POL001130,V0459,2026-03-26,OFF-132,2,623.23,0.18,INR
PO01131,POL001131,V0340,2026-07-11,MAR-003,100,3676.27,0.05,INR
PO01132,POL001132,V0157,2026-04-26,MAN-014,2,495.34,0.18,INR
PO01133,POL001133,V0339,2026-05-09,OFF-159,20,1493.85,0.05,INR
PO01134,POL001134,V0437,2026-07-17,UTI-017,250,2417.25,0.0,INR
PO01135,POL001135,V0217,2026-07-14,PRO-147,5,2927.94,0.0,INR
PO01136,POL001136,V0167,2026-01-08,IT -085,2,19997.1,0.05,INR
PO01137,POL001137,V0118,2026-01-07,LOG-153,20,9563.6,0.05,INR
PO01138,POL001138,V0355,2026-03-15,PRO-049,250,29835.67,0.18,INR
PO01139,POL001139,V0466,2026-05-25,FAC-097,5,7518.1,0.12,INR
PO01140,POL001140,V0395,2026-06-17,MAN-040,1,1462.63,0.12,INR
PO01141,POL001141,V0270,2026-04-27,IT -011,2,12942.54,0.0,INR
PO01142,POL001142,V0021,2026-07-25,LOG-158,1,1619.97,0.18,INR
PO01143,POL001143,V0418,2026-01-01,OFF-001,50,1720.01,0.12,INR
PO01144,POL001144,V0466,2026-01-18,FAC-117,2,1944.08,0.12,INR
PO01145,POL001145,V0450,2026-04-03,FAC-035,1,2382.81,0.0,INR
PO01146,POL001146,V0134,2026-05-06,MAR-015,2,2436.57,0.12,INR
PO01147,POL001147,V0333,2026-05-26,FAC-065,250,1708.1,0.0,INR
PO01148,POL001148,V0172,2026-07-02,PRO-020,2,17880.5,0.05,INR
PO01149,POL001149,V0272,2026-01-04,UTI-068,20,351.27,0.12,INR
PO01150,POL001150,V0337,2026-01-29,OFF-143,2,308.94,0.18,INR
PO01151,POL001151,V0410,2026-01-15,UTI-045,2,4916.73,0.12,INR
PO01152,POL001152,V0401,2026-05-18,LOG-130,100,4522.91,0.12,INR
PO01153,POL001153,V0043,2026-06-20,IT -053,20,11203.9,0.12,INR
PO01154,POL001154,V0154,2026-03-19,LOG-076,500,6423.52,0.12,INR
PO01155,POL001155,V0394,2026-03-11,OFF-063,10,1320.77,0.05,INR
PO01156,POL001156,V0454,2026-03-11,IT -137,100,15469.26,0.18,INR
PO01157,POL001157,V0073,2026-07-11,UTI-101,500,1849.84,0.12,INR
PO01158,POL001158,V0339,2026-04-19,OFF-013,20,1826.92,0.18,INR
PO01159,POL001159,V0289,2026-06-16,MAN-015,250,2245.13,0.18,INR
PO01160,POL001160,V0396,2026-02-02,FAC-018,10,5294.7,0.18,INR
PO01161,POL001161,V0154,2026-05-26,LOG-133,10,5364.66,0.12,INR
PO01162,POL001162,V0375,2026-02-13,IT -040,500,15496.44,0.18,INR
PO01163,POL001163,V0103,2026-04-10,OFF-082,5,1262.99,0.05,INR
PO01164,POL001164,V0491,2026-01-31,PRO-070,1,36949.41,0.18,INR
PO01165,POL001165,V0065,2026-03-07,MAR-009,10,6016.26,0.05,INR
PO01166,POL001166,V0102,2026-06-01,PRO-136,100,36800.1,0.0,INR
PO01167,POL001167,V0162,2026-01-04,PRO-064,250,8839.02,0.18,INR
PO01168,POL001168,V0273,2026-05-01,FAC-074,1,1104.74,0.12,INR
PO01169,POL001169,V0056,2026-03-16,MAN-092,500,2592.12,0.05,INR
PO01170,POL001170,V0337,2026-07-27,OFF-004,50,676.91,0.05,INR
PO01171,POL001171,V0036,2026-05-09,FAC-009,2,7516.36,0.18,INR
PO01172,POL001172,V0046,2026-01-01,OFF-060,500,1046.86,0.0,INR
PO01173,POL001173,V0309,2026-01-12,UTI-121,250,2473.8,0.12,INR
PO01174,POL001174,V0081,2026-07-13,PRO-027,100,29079.86,0.18,INR
PO01175,POL001175,V0012,2026-02-09,MAN-082,10,810.25,0.05,INR
PO01176,POL001176,V0182,2026-06-20,IT -052,20,6630.72,0.18,INR
PO01177,POL001177,V0228,2026-01-18,PRO-048,250,26103.69,0.05,INR
PO01178,POL001178,V0323,2026-02-04,FAC-100,100,7114.77,0.05,INR
PO01179,POL001179,V0195,2026-05-13,FAC-127,100,1287.27,0.18,INR
PO01180,POL001180,V0308,2026-05-31,MAR-024,10,8577.64,0.18,INR
PO01181,POL001181,V0439,2026-03-29,PRO-075,5,20655.66,0.05,INR
PO01182,POL001182,V0279,2026-02-16,PRO-076,5,2038.11,0.0,INR
PO01183,POL001183,V0207,2026-05-18,UTI-050,2,4818.88,0.0,INR
PO01184,POL001184,V0270,2026-06-18,IT -122,250,20721.1,0.0,INR
PO01185,POL001185,V0369,2026-01-09,IT -057,2,12884.21,0.05,INR
PO01186,POL001186,V0028,2026-02-25,OFF-053,20,875.65,0.18,INR
PO01187,POL001187,V0084,2026-06-19,PRO-086,500,3341.34,0.12,INR
PO01188,POL001188,V0112,2026-04-03,MAR-126,10,3618.48,0.05,INR
PO01189,POL001189,V0179,2026-04-26,FAC-030,500,5831.48,0.12,INR
PO01190,POL001190,V0033,2026-03-02,FAC-158,5,3760.32,0.12,INR
PO01191,POL001191,V0116,2026-05-24,LOG-138,1,3194.72,0.18,INR
PO01192,POL001192,V0365,2026-05-29,MAR-151,2,17446.84,0.0,INR
PO01193,POL001193,V0106,2026-01-27,PRO-136,20,38484.23,0.12,INR
PO01194,POL001194,V0036,2026-05-03,FAC-087,5,5799.42,0.05,INR
PO01195,POL001195,V0047,2026-07-04,MAN-030,250,1400.43,0.0,INR
PO01196,POL001196,V0450,2026-07-02,FAC-114,2,2964.61,0.12,INR
PO01197,POL001197,V0357,2026-01-18,OFF-142,50,139.12,0.0,INR
PO01198,POL001198,V0438,2026-03-15,OFF-157,500,1102.48,0.18,INR
PO01199,POL001199,V0500,2026-05-09,UTI-080,20,429.18,0.12,INR
PO01200,POL001200,V0008,2026-05-22,UTI-159,10,2020.64,0.18,INR
PO01201,POL001201,V0314,2026-04-14,MAR-014,2,4061.23,0.0,INR
PO01202,POL001202,V0116,2026-03-22,LOG-122,1,11009.44,0.0,INR
PO01203,POL001203,V0232,2026-02-08,LOG-025,2,5390.82,0.05,INR
PO01204,POL001204,V0133,2026-07-19,UTI-090,500,3043.58,0.18,INR
PO01205,POL001205,V0096,2026-05-17,OFF-004,5,295.62,0.12,INR
PO01206,POL001206,V0015,2026-05-15,FAC-023,100,3822.19,0.05,INR
PO01207,POL001207,V0043,2026-04-27,IT -126,1,14676.89,0.12,INR
PO01208,POL001208,V0247,2026-01-07,IT -156,100,4642.35,0.0,INR
PO01209,POL001209,V0081,2026-07-19,PRO-014,20,12675.52,0.12,INR
PO01210,POL001210,V0196,2026-07-24,MAN-085,20,1515.29,0.18,INR
PO01211,POL001211,V0479,2026-02-13,FAC-089,5,697.2,0.0,INR
PO01212,POL001212,V0048,2026-04-30,UTI-014,250,3472.87,0.05,INR
PO01213,POL001213,V0166,2026-02-13,MAR-107,2,11269.24,0.12,INR
PO01214,POL001214,V0443,2026-02-21,LOG-138,50,680.62,0.0,INR
PO01215,POL001215,V0200,2026-03-29,LOG-110,250,6124.45,0.12,INR
PO01216,POL001216,V0185,2026-06-27,MAR-111,250,5915.7,0.05,INR
PO01217,POL001217,V0470,2026-03-03,FAC-159,500,4045.38,0.05,INR
PO01218,POL001218,V0442,2026-05-06,UTI-055,50,1601.83,0.12,INR
PO01219,POL001219,V0180,2026-07-23,FAC-051,100,6599.57,0.12,INR
PO01220,POL001220,V0468,2026-04-01,MAR-111,1,5266.01,0.0,INR
PO01221,POL001221,V0060,2026-02-06,MAR-057,10,15387.2,0.05,INR
PO01222,POL001222,V0463,2026-04-10,IT -064,5,13386.02,0.0,INR
PO01223,POL001223,V0111,2026-01-14,PRO-114,250,24307.76,0.12,INR
PO01224,POL001224,V0447,2026-03-03,OFF-005,20,1516.19,0.18,INR
PO01225,POL001225,V0284,2026-03-16,LOG-144,5,2041.6,0.12,INR
PO01226,POL001226,V0279,2026-07-02,PRO-132,500,14928.19,0.18,INR
PO01227,POL001227,V0381,2026-07-03,MAR-088,50,12122.32,0.18,INR
PO01228,POL001228,V0384,2026-07-26,FAC-092,2,3775.13,0.05,INR
PO01229,POL001229,V0431,2026-04-07,UTI-035,10,2267.84,0.18,INR
PO01230,POL001230,V0249,2026-03-15,LOG-010,2,3348.34,0.05,INR
PO01231,POL001231,V0457,2026-02-17,LOG-124,100,10165.71,0.12,INR
PO01232,POL001232,V0419,2026-06-15,UTI-149,500,2086.02,0.0,INR
PO01233,POL001233,V0072,2026-05-18,OFF-041,250,1019.9,0.0,INR
PO01234,POL001234,V0381,2026-06-01,MAR-070,1,5388.8,0.05,INR
PO01235,POL001235,V0158,2026-06-11,LOG-033,5,8244.03,0.0,INR
PO01236,POL001236,V0232,2026-03-08,LOG-141,500,5892.15,0.12,INR
PO01237,POL001237,V0225,2026-04-15,FAC-075,5,6176.77,0.18,INR
PO01238,POL001238,V0034,2026-01-21,MAN-138,50,994.84,0.12,INR
PO01239,POL001239,V0326,2026-05-30,PRO-158,2,24626.27,0.18,INR
PO01240,POL001240,V0344,2026-04-08,UTI-142,100,1009.9,0.18,INR
PO01241,POL001241,V0022,2026-07-30,MAN-013,50,509.46,0.0,INR
PO01242,POL001242,V0187,2026-02-06,FAC-103,5,5571.55,0.05,INR
PO01243,POL001243,V0257,2026-07-16,PRO-146,250,14161.95,0.18,INR
PO01244,POL001244,V0498,2026-02-23,MAN-025,10,1976.71,0.18,INR
PO01245,POL001245,V0449,2026-04-29,IT -117,20,8800.47,0.18,INR
PO01246,POL001246,V0026,2026-05-05,LOG-015,20,6871.31,0.12,INR
PO01247,POL001247,V0218,2026-05-05,OFF-145,250,768.49,0.05,INR
PO01248,POL001248,V0260,2026-01-04,OFF-035,10,781.45,0.18,INR
PO01249,POL001249,V0363,2026-04-21,MAR-115,5,1675.67,0.0,INR
PO01250,POL001250,V0008,2026-05-18,UTI-148,2,3986.81,0.0,INR
PO01251,POL001251,V0101,2026-02-09,IT -145,1,8308.4,0.12,INR
PO01252,POL001252,V0262,2026-02-25,PRO-013,250,22696.71,0.0,INR
PO01253,POL001253,V0491,2026-02-14,PRO-131,20,29459.19,0.18,INR
PO01254,POL001254,V0372,2026-01-04,LOG-021,20,10411.84,0.05,INR
PO01255,POL001255,V0303,2026-02-06,LOG-153,250,2532.19,0.18,INR
PO01256,POL001256,V0225,2026-01-13,FAC-020,250,2028.38,0.12,INR
PO01257,POL001257,V0042,2026-02-16,MAN-018,1,1479.12,0.18,INR
PO01258,POL001258,V0270,2026-05-26,IT -077,5,6079.67,0.0,INR
