receipt_id,receipt_line_id,po_id,po_line_id,receipt_date,item_id,quantity_received
GR02270,GRL002270,PO02270,POL002270,2026-03-25,MAR-080,5
GR02271,GRL002271,PO02271,POL002271,2026-05-15,UTI-042,5
GR02272,GRL002272,PO02272,POL002272,2026-07-28,IT -019,10
GR02273,GRL002273,PO02273,POL002273,2026-03-17,MAN-050,10
GR02274,GRL002274,PO02274,POL002274,2026-06-12,OFF-081,10
GR02275,GRL002275,PO02275,POL002275,2026-02-13,IT -083,500
GR02276,GRL002276,PO02276,POL002276,2026-07-09,LOG-057,100
GR02277,GRL002277,PO02277,POL002277,2026-03-25,PRO-020,100
GR02278,GRL002278,PO02278,POL002278,2026-03-18,MAR-144,100
GR02279,GRL002279,PO02279,POL002279,2026-06-12,LOG-030,100
GR02280,GRL002280,PO02280,POL002280,2026-01-30,UTI-109,20
GR02281,GRL002281,PO02281,POL002281,2026-04-10,LOG-054,20
GR02282,GRL002282,PO02282,POL002282,2026-01-26,LOG-053,250
GR02283,GRL002283,PO02283,POL002283,2026-03-18,IT -070,10
GR02284,GRL002284,PO02284,POL002284,2026-01-28,MAN-084,20
GR02285,GRL002285,PO02285,POL002285,2026-01-22,MAR-040,2
GR02286,GRL002286,PO02286,POL002286,2026-07-25,MAR-123,100
GR02287,GRL002287,PO02287,POL002287,2026-03-26,MAN-038,50
GR02288,GRL002288,PO02288,POL002288,2026-07-01,OFF-045,50
GR02289,GRL002289,PO02289,POL002289,2026-05-11,OFF-093,5
GR02290,GRL002290,PO02290,POL002290,2026-03-14,IT -146,500
GR02291,GRL002291,PO02291,POL002291,2026-08-13,MAN-088,50
GR02292,GRL002292,PO02292,POL002292,2026-02-11,IT -078,20
GR02293,GRL002293,PO02293,POL002293,2026-04-21,LOG-097,250
GR02294,GRL002294,PO02294,POL002294,2026-02-01,LOG-040,50
GR02295,GRL002295,PO02295,POL002295,2026-05-20,PRO-122,50
GR02296,GRL002296,PO02296,POL002296,2026-08-01,PRO-020,1
GR02297,GRL002297,PO02297,POL002297,2026-08-11,UTI-084,5
GR02298,GRL002298,PO02298,POL002298,2026-08-09,PRO-027,50
GR02299,GRL002299,PO02299,POL002299,2026-03-18,MAR-057,2
GR02300,GRL002300,PO02300,POL002300,2026-06-14,MAR-105,250
GR02301,GRL002301,PO02301,POL002301,2026-03-11,IT -092,1
GR02302,GRL002302,PO02302,POL002302,2026-08-09,MAN-026,1
GR02303,GRL002303,PO02303,POL002303,2026-03-02,LOG-013,1
GR02304,GRL002304,PO02304,POL002304,2026-02-03,PRO-061,1
GR02305,GRL002305,PO02305,POL002305,2026-04-01,FAC-152,250
GR02306,GRL002306,PO02306,POL002306,2026-02-25,OFF-057,500
GR02307,GRL002307,PO02307,POL002307,2026-09-07,OFF-038,2
GR02308,GRL002308,PO02308,POL002308,2026-03-10,UTI-132,10
GR02309,GRL002309,PO02309,POL002309,2026-03-21,PRO-117,1
GR02310,GRL002310,PO02310,POL002310,2026-04-06,LOG-060,10
GR02311,GRL002311,PO02311,POL002311,2026-03-21,OFF-028,20
GR02312,GRL002312,PO02312,POL002312,2026-04-10,LOG-067,2
GR02313,GRL002313,PO02313,POL002313,2026-07-28,LOG-053,10
GR02314,GRL002314,PO02314,POL002314,2026-06-15,MAR-013,500
GR02315,GRL002315,PO02315,POL002315,2026-01-30,LOG-118,250
GR02316,GRL002316,PO02316,POL002316,2026-03-17,MAR-022,20
GR02317,GRL002317,PO02317,POL002317,2026-07-22,UTI-016,2
GR02318,GRL002318,PO02318,POL002318,2026-07-31,PRO-067,250
GR02319,GRL002319,PO02319,POL002319,2026-04-25,IT -071,100
GR02320,GRL002320,PO02320,POL002320,2026-06-17,OFF-135,500
GR02321,GRL002321,PO02321,POL002321,2026-06-16,MAR-016,500
GR02322,GRL002322,PO02322,POL002322,2026-03-11,PRO-016,5
GR02323,GRL002323,PO02323,POL002323,2026-08-25,PRO-058,1
GR02324,GRL002324,PO02324,POL002324,2026-05-14,IT -131,100
GR02325,GRL002325,PO02325,POL002325,2026-06-24,FAC-061,100
GR02326,GRL002326,PO02326,POL002326,2026-04-07,UTI-011,500
GR02327,GRL002327,PO02327,POL002327,2026-06-13,FAC-017,10
GR02328,GRL002328,PO02328,POL002328,2026-05-16,MAN-062,20
GR02329,GRL002329,PO02329,POL002329,2026-05-23,IT -155,5
GR02330,GRL002330,PO02330,POL002330,2026-07-08,PRO-153,100
GR02331,GRL002331,PO02331,POL002331,2026-05-17,FAC-020,1
GR02332,GRL002332,PO02332,POL002332,2026-03-24,PRO-154,5
GR02333,GRL002333,PO02333,POL002333,2026-05-19,PRO-096,250
GR02334,GRL002334,PO02334,POL002334,2026-07-16,IT -050,100
GR02335,GRL002335,PO02335,POL002335,2026-02-19,MAN-155,100
GR02336,GRL002336,PO02336,POL002336,2026-05-30,UTI-095,100
GR02337,GRL002337,PO02337,POL002337,2026-05-31,PRO-101,500
GR02338,GRL002338,PO02338,POL002338,2026-08-28,MAR-142,5
GR02339,GRL002339,PO02339,POL002339,2026-02-28,LOG-105,500
GR02340,GRL002340,PO02340,POL002340,2026-06-06,MAR-101,20
GR02341,GRL002341,PO02341,POL002341,2026-07-19,IT -048,2
GR02342,GRL002342,PO02342,POL002342,2026-03-28,FAC-149,10
GR02343,GRL002343,PO02343,POL002343,2026-03-25,MAN-037,5
GR02344,GRL002344,PO02344,POL002344,2026-02-02,LOG-010,100
GR02345,GRL002345,PO02345,POL002345,2026-04-17,UTI-056,100
GR02346,GRL002346,PO02346,POL002346,2026-06-21,UTI-077,100
GR02347,GRL002347,PO02347,POL002347,2026-07-27,MAR-011,250
GR02348,GRL002348,PO02348,POL002348,2026-05-30,OFF-122,5
GR02349,GRL002349,PO02349,POL002349,2026-02-15,PRO-049,50
GR02350,GRL002350,PO02350,POL002350,2026-09-08,MAR-133,500
GR02351,GRL002351,PO02351,POL002351,2026-06-06,UTI-054,2
GR02352,GRL002352,PO02352,POL002352,2026-05-18,LOG-054,20
GR02353,GRL002353,PO02353,POL002353,2026-03-28,FAC-006,20
GR02354,GRL002354,PO02354,POL002354,2026-04-24,LOG-086,250
GR02355,GRL002355,PO02355,POL002355,2026-07-14,IT -057,5
GR02356,GRL002356,PO02356,POL002356,2026-04-29,FAC-023,1
GR02357,GRL002357,PO02357,POL002357,2026-08-24,FAC-144,1
GR02358,GRL002358,PO02358,POL002358,2026-07-11,MAR-125,100
GR02359,GRL002359,PO02359,POL002359,2026-06-22,UTI-102,10
GR02360,GRL002360,PO02360,POL002360,2026-02-17,OFF-030,500
GR02361,GRL002361,PO02361,POL002361,2026-02-13,OFF-030,100
GR02362,GRL002362,PO02362,POL002362,2026-03-19,IT -136,20
GR02363,GRL002363,PO02363,POL002363,2026-03-09,IT -080,250
GR02364,GRL002364,PO02364,POL002364,2026-01-24,LOG-054,1
GR02365,GRL002365,PO02365,POL002365,2026-05-27,OFF-055,20
GR02366,GRL002366,PO02366,POL002366,2026-05-07,IT -095,1
GR02367,GRL002367,PO02367,POL002367,2026-02-24,OFF-043,10
GR02368,GRL002368,PO02368,POL002368,2026-08-21,IT -035,5
GR02369,GRL002369,PO02369,POL002369,2026-04-19,MAN-072,5
GR02370,GRL002370,PO02370,POL002370,2026-05-13,PRO-059,1
GR02371,GRL002371,PO02371,POL002371,2026-07-31,OFF-082,100
GR02372,GRL002372,PO02372,POL002372,2026-06-03,IT -001,250
GR02373,GRL002373,PO02373,POL002373,2026-05-06,IT -046,5
GR02374,GRL002374,PO02374,POL002374,2026-07-24,MAN-069,250
GR02375,GRL002375,PO02375,POL002375,2026-07-29,MAR-069,50
GR02376,GRL002376,PO02376,POL002376,2026-06-26,UTI-081,50
GR02377,GRL002377,PO02377,POL002377,2026-06-08,FAC-055,50
GR02378,GRL002378,PO02378,POL002378,2026-03-09,PRO-030,250
GR02379,GRL002379,PO02379,POL002379,2026-08-29,MAN-103,50
GR02380,GRL002380,PO02380,POL002380,2026-03-23,IT -007,100
GR02381,GRL002381,PO02381,POL002381,2026-07-15,FAC-051,500
GR02382,GRL002382,PO02382,POL002382,2026-08-05,UTI-129,2
GR02383,GRL002383,PO02383,POL002383,2026-03-21,UTI-141,2
GR02384,GRL002384,PO02384,POL002384,2026-08-22,UTI-123,1
GR02385,GRL002385,PO02385,POL002385,2026-07-01,LOG-098,250
GR02386,GRL002386,PO02386,POL002386,2026-03-27,IT -148,2
GR02387,GRL002387,PO02387,POL002387,2026-07-18,OFF-067,20
GR02388,GRL002388,PO02388,POL002388,2026-06-17,IT -107,5
GR02389,GRL002389,PO02389,POL002389,2026-08-12,PRO-141,50
GR02390,GRL002390,PO02390,POL002390,2026-05-16,FAC-140,1
GR02391,GRL002391,PO02391,POL002391,2026-08-20,OFF-012,100
GR02392,GRL002392,PO02392,POL002392,2026-08-12,UTI-112,2
GR02393,GRL002393,PO02393,POL002393,2026-05-27,UTI-053,2
GR02394,GRL002394,PO02394,POL002394,2026-07-23,FAC-012,250
GR02395,GRL002395,PO02395,POL002395,2026-04-29,MAR-160,2
GR02396,GRL002396,PO02396,POL002396,2026-06-03,FAC-140,20
GR02397,GRL002397,PO02397,POL002397,2026-03-14,PRO-135,10
GR02398,GRL002398,PO02398,POL002398,2026-03-15,LOG-158,1
GR02399,GRL002399,PO02399,POL002399,2026-07-24,LOG-126,2
GR02400,GRL002400,PO02400,POL002400,2026-03-22,OFF-111,20
GR02401,GRL002401,PO02401,POL002401,2026-07-03,PRO-083,100
GR02402,GRL002402,PO02402,POL002402,2026-03-23,LOG-118,5
GR02403,GRL002403,PO02403,POL002403,2026-02-03,MAR-132,2
GR02404,GRL002404,PO02404,POL002404,2026-04-10,MAN-098,5
GR02405,GRL002405,PO02405,POL002405,2026-03-30,FAC-068,5
GR02406,GRL002406,PO02406,POL002406,2026-04-30,MAR-063,10
GR02407,GRL002407,PO02407,POL002407,2026-04-25,LOG-038,1
GR02408,GRL002408,PO02408,POL002408,2026-08-04,UTI-142,10
GR02409,GRL002409,PO02409,POL002409,2026-04-13,OFF-084,50
GR02410,GRL002410,PO02410,POL002410,2026-05-08,IT -004,2
GR02411,GRL002411,PO02411,POL002411,2026-02-01,OFF-069,2
GR02412,GRL002412,PO02412,POL002412,2026-08-11,MAN-116,2
GR02413,GRL002413,PO02413,POL002413,2026-01-05,IT -092,2
GR02414,GRL002414,PO02414,POL002414,2026-08-08,UTI-087,2
GR02415,GRL002415,PO02415,POL002415,2026-06-27,IT -069,500
GR02416,GRL002416,PO02416,POL002416,2026-03-09,PRO-040,500
GR02417,GRL002417,PO02417,POL002417,2026-05-19,MAN-047,250
GR02418,GRL002418,PO02418,POL002418,2026-09-09,MAR-122,5
GR02419,GRL002419,PO02419,POL002419,2026-02-07,OFF-133,2
GR02420,GRL002420,PO02420,POL002420,2026-01-20,OFF-037,20
GR02421,GRL002421,PO02421,POL002421,2026-06-08,MAR-094,20
GR02422,GRL002422,PO02422,POL002422,2026-04-16,LOG-063,250
GR02423,GRL002423,PO02423,POL002423,2026-01-10,MAN-008,10
GR02424,GRL002424,PO02424,POL002424,2026-05-14,MAN-054,500
GR02425,GRL002425,PO02425,POL002425,2026-05-14,IT -048,1
GR02426,GRL002426,PO02426,POL002426,2026-05-06,LOG-037,50
GR02427,GRL002427,PO02427,POL002427,2026-07-04,IT -115,100
GR02428,GRL002428,PO02428,POL002428,2026-07-28,MAR-026,100
GR02429,GRL002429,PO02429,POL002429,2026-08-16,OFF-114,10
GR02430,GRL002430,PO02430,POL002430,2026-05-26,FAC-136,1
GR02431,GRL002431,PO02431,POL002431,2026-06-07,IT -022,100
GR02432,GRL002432,PO02432,POL002432,2026-07-30,LOG-052,100
GR02433,GRL002433,PO02433,POL002433,2026-07-03,MAN-018,100
GR02434,GRL002434,PO02434,POL002434,2026-07-07,OFF-028,50
GR02435,GRL002435,PO02435,POL002435,2026-05-31,IT -050,500
GR02436,GRL002436,PO02436,POL002436,2026-05-04,PRO-006,50
GR02437,GRL002437,PO02437,POL002437,2026-06-30,IT -058,1
GR02438,GRL002438,PO02438,POL002438,2026-02-27,PRO-070,10
GR02439,GRL002439,PO02439,POL002439,2026-07-22,UTI-100,10
GR02440,GRL002440,PO02440,POL002440,2026-06-03,LOG-118,1
GR02441,GRL002441,PO02441,POL002441,2026-05-20,FAC-133,1
GR02442,GRL002442,PO02442,POL002442,2026-04-22,FAC-078,250
GR02443,GRL002443,PO02443,POL002443,2026-05-10,PRO-130,10
GR02444,GRL002444,PO02444,POL002444,2026-06-18,OFF-050,5
GR02445,GRL002445,PO02445,POL002445,2026-09-03,LOG-004,250
GR02446,GRL002446,PO02446,POL002446,2026-03-09,PRO-083,100
GR02447,GRL002447,PO02447,POL002447,2026-06-07,IT -073,50
GR02448,GRL002448,PO02448,POL002448,2026-07-01,OFF-092,5
GR02449,GRL002449,PO02449,POL002449,2026-07-23,OFF-010,20
GR02450,GRL002450,PO02450,POL002450,2026-07-03,UTI-047,250
GR02451,GRL002451,PO02451,POL002451,2026-05-20,OFF-104,20
GR02452,GRL002452,PO02452,POL002452,2026-03-02,MAN-035,5
GR02453,GRL002453,PO02453,POL002453,2026-06-20,OFF-142,250
GR02454,GRL002454,PO02454,POL002454,2026-07-02,PRO-159,1
GR02455,GRL002455,PO02455,POL002455,2026-02-19,PRO-003,50
GR02456,GRL002456,PO02456,POL002456,2026-06-28,OFF-025,2
GR02457,GRL002457,PO02457,POL002457,2026-08-01,LOG-155,1
GR02458,GRL002458,PO02458,POL002458,2026-03-18,UTI-160,1
GR02459,GRL002459,PO02459,POL002459,2026-08-06,IT -094,500
GR02460,GRL002460,PO02460,POL002460,2026-01-22,OFF-019,100
GR02461,GRL002461,PO02461,POL002461,2026-02-27,IT -113,50
GR02462,GRL002462,PO02462,POL002462,2026-04-20,MAN-091,20
GR02463,GRL002463,PO02463,POL002463,2026-05-19,PRO-039,50
GR02464,GRL002464,PO02464,POL002464,2026-03-21,UTI-013,500
GR02465,GRL002465,PO02465,POL002465,2026-08-03,UTI-101,50
GR02466,GRL002466,PO02466,POL002466,2026-08-22,PRO-100,50
GR02467,GRL002467,PO02467,POL002467,2026-03-26,LOG-087,5
GR02468,GRL002468,PO02468,POL002468,2026-06-12,OFF-113,2
GR02469,GRL002469,PO02469,POL002469,2026-07-11,LOG-034,2
GR02470,GRL002470,PO02470,POL002470,2026-07-20,UTI-040,250
GR02471,GRL002471,PO02471,POL002471,2026-05-14,MAN-010,10
GR02472,GRL002472,PO02472,POL002472,2026-05-14,MAN-032,50
GR02473,GRL002473,PO02473,POL002473,2026-03-10,IT -085,500
GR02474,GRL002474,PO02474,POL002474,2026-02-09,PRO-147,1
GR02475,GRL002475,PO02475,POL002475,2026-05-31,UTI-076,500
GR02476,GRL002476,PO02476,POL002476,2026-06-18,PRO-150,2
GR02477,GRL002477,PO02477,POL002477,2026-05-14,FAC-071,20
GR02478,GRL002478,PO02478,POL002478,2026-05-26,FAC-101,5
GR02479,GRL002479,PO02479,POL002479,2026-06-24,LOG-106,100
GR02480,GRL002480,PO02480,POL002480,2026-05-30,PRO-084,250
GR02481,GRL002481,PO02481,POL002481,2026-02-20,FAC-041,20
GR02482,GRL002482,PO02482,POL002482,2026-03-07,MAR-084,1
GR02483,GRL002483,PO02483,POL002483,2026-03-21,MAR-051,50
GR02484,GRL002484,PO02484,POL002484,2026-03-31,LOG-029,5
GR02485,GRL002485,PO02485,POL002485,2026-03-25,IT -034,250
GR02486,GRL002486,PO02486,POL002486,2026-08-22,IT -103,500
GR02487,GRL002487,PO02487,POL002487,2026-06-27,MAR-112,1
GR02488,GRL002488,PO02488,POL002488,2026-06-16,OFF-091,10
GR02489,GRL002489,PO02489,POL002489,2026-03-14,MAN-085,1
GR02490,GRL002490,PO02490,POL002490,2026-05-04,OFF-153,10
GR02491,GRL002491,PO02491,POL002491,2026-05-17,LOG-114,1
GR02492,GRL002492,PO02492,POL002492,2026-04-08,PRO-048,1
GR02493,GRL002493,PO02493,POL002493,2026-06-12,MAR-117,50
GR02494,GRL002494,PO02494,POL002494,2026-08-01,UTI-122,500
GR02495,GRL002495,PO02495,POL002495,2026-04-21,UTI-102,5
GR02496,GRL002496,PO02496,POL002496,2026-02-12,MAN-015,2
GR02497,GRL002497,PO02497,POL002497,2026-06-21,LOG-046,20
GR02498,GRL002498,PO02498,POL002498,2026-08-18,UTI-153,100
GR02499,GRL002499,PO02499,POL002499,2026-01-28,OFF-159,100
GR02500,GRL002500,PO02500,POL002500,2026-09-03,LOG-124,500
GR02501,GRL002501,PO02501,POL002501,2026-03-23,IT -050,20
GR02502,GRL002502,PO02502,POL002502,2026-07-11,MAN-056,20
GR02503,GRL002503,PO02503,POL002503,2026-04-08,PRO-057,100
GR02504,GRL002504,PO02504,POL002504,2026-08-31,UTI-146,250
GR02505,GRL002505,PO02505,POL002505,2026-01-16,MAR-088,1
GR02506,GRL002506,PO02506,POL002506,2026-02-04,IT -120,500
GR02507,GRL002507,PO02507,POL002507,2026-04-29,UTI-096,100
GR02508,GRL002508,PO02508,POL002508,2026-07-11,MAN-002,250
GR02509,GRL002509,PO02509,POL002509,2026-03-31,PRO-062,50
GR02510,GRL002510,PO02510,POL002510,2026-02-23,MAN-127,2
GR02511,GRL002511,PO02511,POL002511,2026-02-19,MAR-062,100
GR02512,GRL002512,PO02512,POL002512,2026-01-11,MAN-153,250
GR02513,GRL002513,PO02513,POL002513,2026-07-07,LOG-056,250
GR02514,GRL002514,PO02514,POL002514,2026-03-29,PRO-070,5
GR02515,GRL002515,PO02515,POL002515,2026-06-15,OFF-144,250
GR02516,GRL002516,PO02516,POL002516,2026-03-31,IT -072,1
GR02517,GRL002517,PO02517,POL002517,2026-07-14,OFF-093,2
GR02518,GRL002518,PO02518,POL002518,2026-05-01,FAC-082,250
GR02519,GRL002519,PO02519,POL002519,2026-04-21,OFF-120,10
GR02520,GRL002520,PO02520,POL002520,2026-07-18,PRO-138,5
GR02521,GRL002521,PO02521,POL002521,2026-01-30,MAR-023,2
GR02522,GRL002522,PO02522,POL002522,2026-07-21,MAN-143,5
GR02523,GRL002523,PO02523,POL002523,2026-03-03,LOG-111,100
GR02524,GRL002524,PO02524,POL002524,2026-07-14,MAR-009,100
GR02525,GRL002525,PO02525,POL002525,2026-02-24,LOG-136,1
GR02526,GRL002526,PO02526,POL002526,2026-03-19,OFF-046,10
GR02527,GRL002527,PO02527,POL002527,2026-07-21,FAC-153,10
GR02528,GRL002528,PO02528,POL002528,2026-04-18,OFF-032,10
GR02529,GRL002529,PO02529,POL002529,2026-05-09,MAR-150,1
GR02530,GRL002530,PO02530,POL002530,2026-08-16,PRO-002,20
GR02531,GRL002531,PO02531,POL002531,2026-02-07,LOG-159,20
GR02532,GRL002532,PO02532,POL002532,2026-08-13,MAN-108,500
GR02533,GRL002533,PO02533,POL002533,2026-04-13,IT -117,100
GR02534,GRL002534,PO02534,POL002534,2026-04-08,OFF-103,100
GR02535,GRL002535,PO02535,POL002535,2026-01-05,LOG-148,2
GR02536,GRL002536,PO02536,POL002536,2026-02-23,UTI-153,500
GR02537,GRL002537,PO02537,POL002537,2026-04-17,IT -151,500
GR02538,GRL002538,PO02538,POL002538,2026-05-04,PRO-140,250
GR02539,GRL002539,PO02539,POL002539,2026-05-18,MAN-115,20
GR02540,GRL002540,PO02540,POL002540,2026-03-10,FAC-152,100
GR02541,GRL002541,PO02541,POL002541,2026-02-15,MAN-071,10
GR02542,GRL002542,PO02542,POL002542,2026-04-15,MAR-034,5
GR02543,GRL002543,PO02543,POL002543,2026-09-03,MAR-014,20
GR02544,GRL002544,PO02544,POL002544,2026-04-19,UTI-014,20
GR02545,GRL002545,PO02545,POL002545,2026-06-26,OFF-066,2
GR02546,GRL002546,PO02546,POL002546,2026-05-29,IT -036,500
GR02547,GRL002547,PO02547,POL002547,2026-02-18,UTI-106,500
GR02548,GRL002548,PO02548,POL002548,2026-07-23,OFF-021,250
GR02549,GRL002549,PO02549,POL002549,2026-04-20,OFF-091,250
GR02550,GRL002550,PO02550,POL002550,2026-06-16,LOG-036,5
GR02551,GRL002551,PO02551,POL002551,2026-07-09,FAC-034,500
GR02552,GRL002552,PO02552,POL002552,2026-04-10,MAR-085,10
GR02553,GRL002553,PO02553,POL002553,2026-06-17,IT -045,20
GR02554,GRL002554,PO02554,POL002554,2026-07-25,FAC-146,1
GR02555,GRL002555,PO02555,POL002555,2026-06-10,LOG-075,500
GR02556,GRL002556,PO02556,POL002556,2026-08-19,PRO-141,5
GR02557,GRL002557,PO02557,POL002557,2026-03-06,OFF-051,250
GR02558,GRL002558,PO02558,POL002558,2026-08-03,MAR-090,10
GR02559,GRL002559,PO02559,POL002559,2026-08-02,UTI-005,2
GR02560,GRL002560,PO02560,POL002560,2026-07-07,IT -103,5
GR02561,GRL002561,PO02561,POL002561,2026-03-25,UTI-144,10
GR02562,GRL002562,PO02562,POL002562,2026-04-24,IT -076,500
GR02563,GRL002563,PO02563,POL002563,2026-02-15,IT -160,50
GR02564,GRL002564,PO02564,POL002564,2026-08-26,PRO-039,500
GR02565,GRL002565,PO02565,POL002565,2026-04-13,IT -070,2
GR02566,GRL002566,PO02566,POL002566,2026-03-04,MAR-144,50
GR02567,GRL002567,PO02567,POL002567,2026-08-02,MAN-150,5
GR02568,GRL002568,PO02568,POL002568,2026-05-18,IT -083,5
GR02569,GRL002569,PO02569,POL002569,2026-05-10,FAC-005,250
GR02570,GRL002570,PO02570,POL002570,2026-07-02,IT -051,2
GR02571,GRL002571,PO02571,POL002571,2026-03-23,PRO-109,5
GR02572,GRL002572,PO02572,POL002572,2026-03-27,PRO-128,10
GR02573,GRL002573,PO02573,POL002573,2026-07-23,MAR-104,1
GR02574,GRL002574,PO02574,POL002574,2026-05-27,MAN-031,500
GR02575,GRL002575,PO02575,POL002575,2026-04-22,PRO-001,250
GR02576,GRL002576,PO02576,POL002576,2026-03-16,MAR-055,50
GR02577,GRL002577,PO02577,POL002577,2026-01-19,LOG-127,10
GR02578,GRL002578,PO02578,POL002578,2026-02-25,OFF-059,20
GR02579,GRL002579,PO02579,POL002579,2026-07-19,MAN-145,2
GR02580,GRL002580,PO02580,POL002580,2026-04-15,UTI-056,50
GR02581,GRL002581,PO02581,POL002581,2026-08-12,PRO-127,250
GR02582,GRL002582,PO02582,POL002582,2026-06-10,PRO-036,2
GR02583,GRL002583,PO02583,POL002583,2026-03-11,MAR-070,100
GR02584,GRL002584,PO02584,POL002584,2026-07-27,IT -061,100
GR02585,GRL002585,PO02585,POL002585,2026-03-05,PRO-005,100
GR02586,GRL002586,PO02586,POL002586,2026-05-17,PRO-018,500
GR02587,GRL002587,PO02587,POL002587,2026-04-20,MAR-059,100
GR02588,GRL002588,PO02588,POL002588,2026-07-10,LOG-006,10
GR02589,GRL002589,PO02589,POL002589,2026-02-26,MAN-051,100
GR02590,GRL002590,PO02590,POL002590,2026-03-05,IT -151,20
GR02591,GRL002591,PO02591,POL002591,2026-04-19,PRO-019,100
GR02592,GRL002592,PO02592,POL002592,2026-05-05,MAR-107,10
GR02593,GRL002593,PO02593,POL002593,2026-08-08,PRO-145,500
GR02594,GRL002594,PO02594,POL002594,2026-08-07,UTI-110,50
GR02595,GRL002595,PO02595,POL002595,2026-05-04,FAC-138,500
GR02596,GRL002596,PO02596,POL002596,2026-03-04,FAC-093,250
GR02597,GRL002597,PO02597,POL002597,2026-08-10,LOG-130,100
GR02598,GRL002598,PO02598,POL002598,2026-03-15,UTI-048,5
GR02599,GRL002599,PO02599,POL002599,2026-05-24,LOG-038,100
GR02600,GRL002600,PO02600,POL002600,2026-04-26,IT -016,5
GR02601,GRL002601,PO02601,POL002601,2026-03-22,IT -138,250
GR02602,GRL002602,PO02602,POL002602,2026-04-20,MAN-068,50
GR02603,GRL002603,PO02603,POL002603,2026-09-13,OFF-152,20
GR02604,GRL002604,PO02604,POL002604,2026-03-29,FAC-126,10
GR02605,GRL002605,PO02605,POL002605,2026-04-09,FAC-043,20
GR02606,GRL002606,PO02606,POL002606,2026-06-11,OFF-078,500
GR02607,GRL002607,PO02607,POL002607,2026-01-23,MAR-027,20
GR02608,GRL002608,PO02608,POL002608,2026-06-17,FAC-027,5
GR02609,GRL002609,PO02609,POL002609,2026-01-23,MAN-022,1
GR02610,GRL002610,PO02610,POL002610,2026-05-11,IT -073,10
GR02611,GRL002611,PO02611,POL002611,2026-01-22,UTI-109,100
GR02612,GRL002612,PO02612,POL002612,2026-06-07,PRO-107,5
GR02613,GRL002613,PO02613,POL002613,2026-06-12,PRO-129,2
GR02614,GRL002614,PO02614,POL002614,2026-07-17,PRO-003,50
GR02615,GRL002615,PO02615,POL002615,2026-02-23,LOG-063,250
GR02616,GRL002616,PO02616,POL002616,2026-03-12,PRO-125,1
GR02617,GRL002617,PO02617,POL002617,2026-06-16,PRO-027,50
GR02618,GRL002618,PO02618,POL002618,2026-05-03,IT -030,250
GR02619,GRL002619,PO02619,POL002619,2026-03-06,MAR-058,500
GR02620,GRL002620,PO02620,POL002620,2026-06-13,IT -073,5
GR02621,GRL002621,PO02621,POL002621,2026-03-25,FAC-079,5
GR02622,GRL002622,PO02622,POL002622,2026-06-21,OFF-036,10
GR02623,GRL002623,PO02623,POL002623,2026-04-29,OFF-004,5
GR02624,GRL002624,PO02624,POL002624,2026-05-04,LOG-063,2
GR02625,GRL002625,PO02625,POL002625,2026-07-13,PRO-120,5
GR02626,GRL002626,PO02626,POL002626,2026-01-31,OFF-130,1
GR02627,GRL002627,PO02627,POL002627,2026-05-01,OFF-106,1
GR02628,GRL002628,PO02628,POL002628,2026-07-10,FAC-154,500
GR02629,GRL002629,PO02629,POL002629,2026-04-17,FAC-140,250
GR02630,GRL002630,PO02630,POL002630,2026-07-17,IT -086,1
GR02631,GRL002631,PO02631,POL002631,2026-05-08,UTI-142,100
GR02632,GRL002632,PO02632,POL002632,2026-06-11,LOG-017,50
GR02633,GRL002633,PO02633,POL002633,2026-07-10,PRO-016,1
GR02634,GRL002634,PO02634,POL002634,2026-05-22,LOG-050,20
GR02635,GRL002635,PO02635,POL002635,2026-04-23,LOG-054,250
GR02636,GRL002636,PO02636,POL002636,2026-07-16,PRO-144,20
GR02637,GRL002637,PO02637,POL002637,2026-05-22,FAC-044,1
GR02638,GRL002638,PO02638,POL002638,2026-04-16,MAN-150,250
GR02639,GRL002639,PO02639,POL002639,2026-03-10,IT -072,100
GR02640,GRL002640,PO02640,POL002640,2026-05-11,FAC-009,2
GR02641,GRL002641,PO02641,POL002641,2026-07-28,MAN-142,250
GR02642,GRL002642,PO02642,POL002642,2026-08-04,MAN-101,500
GR02643,GRL002643,PO02643,POL002643,2026-02-22,PRO-122,5
GR02644,GRL002644,PO02644,POL002644,2026-03-11,OFF-103,500
GR02645,GRL002645,PO02645,POL002645,2026-03-05,MAN-001,2
GR02646,GRL002646,PO02646,POL002646,2026-07-19,PRO-019,10
GR02647,GRL002647,PO02647,POL002647,2026-05-02,PRO-050,50
GR02648,GRL002648,PO02648,POL002648,2026-07-05,LOG-048,20
GR02649,GRL002649,PO02649,POL002649,2026-04-09,IT -068,10
GR02650,GRL002650,PO02650,POL002650,2026-06-10,MAN-082,20
GR02651,GRL002651,PO02651,POL002651,2026-02-03,IT -059,5
GR02652,GRL002652,PO02652,POL002652,2026-05-05,FAC-093,50
GR02653,GRL002653,PO02653,POL002653,2026-06-06,UTI-034,500
GR02654,GRL002654,PO02654,POL002654,2026-06-25,IT -074,50
GR02655,GRL002655,PO02655,POL002655,2026-04-15,IT -068,50
GR02656,GRL002656,PO02656,POL002656,2026-02-08,MAR-067,20
GR02657,GRL002657,PO02657,POL002657,2026-06-25,MAN-088,1
GR02658,GRL002658,PO02658,POL002658,2026-07-26,OFF-109,2
